n,character,pinyin
565,流利,liúlì
566,流行,liúxíng
567,六,liù
568,樓,lóu
569,路,lù
570,亂,luàn
571,旅遊,lǚyóu
572,綠,lǜ
573,律師,lǜshī
574,媽媽,māma
575,麻煩,máfan
576,馬,mǎ
577,馬虎,mǎhu
578,馬上,mǎshàng
579,嗎,ma
580,買,mǎi
581,賣,mài
582,滿,mǎn
583,滿意,mǎnyì
584,慢,màn
585,忙,máng
586,貓,māo
587,毛巾,máojīn
588,帽子,màozi
589,沒,méi
590,沒關係,méi guānxi
591,每,měi
592,美麗,měilì
593,妹妹,mèimei
594,門,mén
595,夢,mèng
596,米,mǐ
597,米飯,mǐfàn
598,密碼,mìmǎ
599,免費,miǎnfèi
600,麵包,miànbāo
601,麵條,miàntiáo
602,民族,mínzú
603,明白,míngbai
604,明天,míngtiān
605,名字,míngzi
606,母親,mǔqīn
607,目的,mùdì
608,拿,ná
609,哪（哪兒）,nǎ (nǎr)
610,那（那兒）,nà (nàr)
611,奶奶,nǎinai
612,耐心,nàixīn
613,南,nán
614,難,nán
615,難道,nándào
616,難過,nánguò
617,難受,nánshòu
618,男人,nánrén
619,呢,ne
620,內,nèi
621,內容,nèiróng
622,能,néng
623,能力,nénglì
624,你,nǐ
625,年,nián
626,年級,niánjí
627,年齡,niánlíng
628,年輕,niánqīng
629,鳥,niǎo
630,您,nín
631,牛奶,niúnǎi
632,農村,nóngcūn
633,弄,nòng
634,努力,nǔlì
635,暖和,nuǎnhuo
636,女兒,nǚ'ér
637,女人,nǚrén
638,偶爾,ǒu'ěr
639,爬山,páshān
640,排列,páiliè
641,盤子,pánzi
642,判斷,pànduàn
643,旁邊,pángbiān
644,胖,pàng
645,跑步,pǎobù
646,陪,péi
647,朋友,péngyou
648,批評,pīpíng
649,面板,pífū
650,啤酒,píjiǔ
651,脾氣,píqi
652,篇,piān
653,便宜,piányi
654,騙,piàn
655,票,piào
656,漂亮,piàoliang
657,乒乓球,pīngpāngqiú
658,蘋果,píngguǒ
659,平時,píngshí
660,瓶子,píngzi
661,破,pò
662,葡萄,pútao
663,普遍,pǔbiàn
664,普通話,pǔtōnghuà
665,七,qī
666,妻子,qīzi
667,騎,qí
668,其次,qícì
669,其實,qíshí
670,其他,qítā
671,其中,qízhōng
672,奇怪,qíguài
673,起床,qǐchuáng
674,起飛,qǐfēi
675,起來,qǐlái
676,氣候,qìhòu
677,千,qiān
678,千萬,qiānwàn
679,鉛筆,qiānbǐ
680,簽證,qiānzhèng
681,錢,qián
682,前面,qiánmiàn
683,牆,qiáng
684,敲,qiāo
685,橋,qiáo
686,巧克力,qiǎokèlì
687,親戚,qīnqi
688,輕,qīng
689,輕鬆,qīngsōng
690,清楚,qīngchu
691,晴,qíng
692,情況,qíngkuàng
693,請,qǐng
694,請假,qǐngjià
695,請客,qǐngkè
696,窮,qióng
697,秋,qiū
698,區別,qūbié
699,取,qǔ
700,去,qù
701,去年,qùnián
702,全部,quánbù
703,缺點,quēdiǎn
704,缺少,quēshǎo
705,卻,què
706,確實,quèshí
707,群,qún
708,裙子,qúnzi
709,然而,rán'ér
710,然後,ránhòu
711,讓,ràng
712,熱,rè
713,熱鬧,rènao
714,熱情,rèqíng
715,人,rén
716,人民幣,rénmínbì
717,任何,rènhé
718,任務,rènwu
719,認識,rènshi
720,認為,rènwéi
721,認真,rènzhēn
722,扔,rēng
723,仍然,réngrán
724,日,rì
725,日記,rìjì
726,容易,róngyì
727,如果,rúguǒ
728,入口,rùkǒu
729,軟,ruǎn
730,三,sān
731,傘,sǎn
732,散步,sànbù
733,森林,sēnlín
734,沙發,shāfā
735,商店,shāngdiàn
736,商量,shāngliang
737,傷心,shāngxīn
738,上,shàng
739,上班,shàngbān
740,上網,shàngwǎng
741,上午,shàngwǔ
742,稍微,shāowēi
743,少,shǎo
744,社會,shèhuì
745,誰,shéi
746,深,shēn
747,申請,shēnqǐng
748,身體,shēntǐ
749,什麼,shénme
750,甚至,shènzhì
751,生病,shēngbìng
752,生活,shēnghuó
753,生命,shēngmìng
754,生氣,shēngqì
755,生日,shēngrì
756,聲音,shēngyīn
757,省,shěng
758,剩,shèng
759,失敗,shībài
760,失望,shīwàng
761,師傅,shīfu
762,溼潤,shīrùn
763,獅子,shīzi
764,十,shí
765,十分,shífēn
766,時候,shíhou
767,時間,shíjiān
768,實際,shíjì
769,實在,shízài
770,食品,shípǐn
771,使,shǐ
772,使用,shǐyòng
773,是,shì
774,試,shì
775,市場,shìchǎng
776,適合,shìhé
777,適應,shìyìng
778,世紀,shìjì
779,世界,shìjiè
780,事情,shìqing
781,收,shōu
782,收入,shōurù
783,收拾,shōushi
784,手錶,shǒubiǎo
785,手機,shǒujī
786,首都,shǒudū
787,首先,shǒuxiān
788,瘦,shòu
789,受不了,shòubuliǎo
790,受到,shòudào
791,售貨員,shòuhuòyuán
792,書,shū
793,輸,shū
794,舒服,shūfu
795,叔叔,shūshu
796,熟悉,shúxī
797,樹,shù
798,數量,shùliàng
799,數學,shùxué
800,數字,shùzì
801,刷牙,shuā yá
802,帥,shuài
803,雙,shuāng
804,水,shuǐ
805,水果,shuǐguǒ
806,水平,shuǐpíng
807,睡覺,shuìjiào
808,順便,shùnbiàn
809,順利,shùnlì
810,順序,shùnxù
811,說話,shuōhuà
812,說明,shuōmíng
813,碩士,shuòshì
814,司機,sījī
815,死,sǐ
816,四,sì
817,送,sòng
818,速度,sùdù
819,塑膠袋,sùliàodài
820,酸,suān
821,算,suàn
822,雖然,suīrán
823,隨便,suíbiàn
824,隨著,suízhe
825,歲,suì
826,孫子,sūnzi
827,所以,suǒyǐ
828,所有,suǒyǒu
829,他,tā
830,她,tā
831,它,tā
832,臺,tái
833,抬,tái
834,太,tài
835,太陽,tàiyáng
836,態度,tàidu
837,談,tán
838,彈鋼琴,tán gāngqín
839,湯,tāng
840,糖,táng
841,躺,tǎng
842,趟,tàng
843,討論,tǎolùn
844,討厭,tǎoyàn
845,特別,tèbié
846,特點,tèdiǎn
847,疼,téng
848,踢足球,tī zúqiú
849,題,tí
850,提高,tígāo
851,提供,tígōng
852,提前,tíqián
853,提醒,tíxǐng
854,體育,tǐyù
855,天氣,tiānqì
856,甜,tián
857,填空,tiánkòng
858,條,tiáo
859,條件,tiáojiàn
860,跳舞,tiàowǔ
861,聽,tīng
862,停止,tíngzhǐ
863,挺,tǐng
864,透過,tōngguò
865,通知,tōngzhī
866,同情,tóngqíng
867,同事,tóngshì
868,同學,tóngxué
869,同意,tóngyì
870,頭髮,tóufa
871,突然,tūrán
872,圖書館,túshūguǎn
873,推,tuī
874,推遲,tuīchí
875,腿,tuǐ
876,脫,tuō
877,襪子,wàzi
878,外,wài
879,玩,wán
880,完,wán
881,完成,wánchéng
882,完全,wánquán
883,碗,wǎn
884,晚上,wǎnshang
885,萬,wàn
886,往,wǎng
887,往往,wǎngwǎng
888,網球,wǎngqiú
889,網站,wǎngzhàn
890,忘記,wàngjì
891,危險,wēixiǎn
892,喂,wèi
893,位,wèi
894,為,wèi
895,為了,wèile
896,為什麼,wèi shénme
897,味道,wèidào
898,溫度,wēndù
899,文化,wénhuà
900,文章,wénzhāng
901,問,wèn
902,問題,wèntí
903,我,wǒ
904,我們,wǒmen
905,握手,wòshǒu
906,汙染,wūrǎn
907,無,wú
908,無聊,wúliáo
909,無論,wúlùn
910,五,wǔ
911,誤會,wùhuì
912,西,xī
913,西瓜,xīguā
914,西紅柿,xīhóngshì
915,希望,xīwàng
916,吸引,xīyǐn
917,習慣,xíguàn
918,洗,xǐ
919,洗手間,xǐshǒujiān
920,洗衣機,xǐyījī
921,洗澡,xǐzǎo
922,喜歡,xǐhuan
923,夏,xià
924,下,xià
925,下午,xiàwǔ
926,下雨,xià yǔ
927,先,xiān
928,先生,xiānsheng
929,鹹,xián
930,現代,xiàndài
931,現在,xiànzài
932,羨慕,xiànmù
933,限制,xiànzhì
934,香,xiāng
935,香蕉,xiāngjiāo
936,相反,xiāngfǎn
937,相同,xiāngtóng
938,相信,xiāngxìn
939,詳細,xiángxì
940,響,xiǎng
941,想,xiǎng
942,向,xiàng
943,像,xiàng
944,訊息,xiāoxi
945,小,xiǎo
946,小姐,xiǎojiě
947,小時,xiǎoshí
948,小說,xiǎoshuō
949,小心,xiǎoxīn
950,笑,xiào
951,笑話,xiàohua
952,效果,xiàoguǒ
953,校長,xiàozhǎng
954,些,xiē
955,鞋,xié
956,寫,xiě
957,謝謝,xièxie
958,新,xīn
959,新聞,xīnwén
960,新鮮,xīnxiān
961,辛苦,xīnkǔ
962,心情,xīnqíng
963,信,xìn
964,信任,xìnrèn
965,信心,xìnxīn
966,信用卡,xìnyòngkǎ
967,興奮,xīngfèn
968,星期,xīngqī
969,行,xíng
970,行李箱,xínglixiāng
971,醒,xǐng
972,姓,xìng
973,性別,xìngbié
974,性格,xìnggé
975,幸福,xìngfú
976,興趣,xìngqù
977,熊貓,xióngmāo
978,修,xiū
979,休息,xiūxi
980,需要,xūyào
981,許多,xǔduō
982,選擇,xuǎnzé
983,學生,xuésheng
984,學習,xuéxí
985,學校,xuéxiào
986,雪,xuě
987,血,xuè
988,壓力,yālì
989,牙膏,yágāo
990,亞洲,Yàzhōu
991,呀,ya
992,鹽,yán
993,嚴格,yángé
994,嚴重,yánzhòng
995,研究生,yánjiūshēng
996,顏色,yánsè
997,演出,yǎnchū
998,演員,yǎnyuán
999,眼鏡,yǎnjìng
1000,眼睛,yǎnjing
1001,陽光,yángguāng
1002,羊肉,yángròu
1003,養成,yǎngchéng
1004,樣子,yàngzi
1005,邀請,yāoqǐng
1006,要求,yāoqiú
1007,要,yào
1008,藥,yào
1009,鑰匙,yàoshi
1010,爺爺,yéye
1011,也,yě
1012,也許,yěxǔ
1013,頁,yè
1014,葉子,yèzi
1015,一,yī
1016,衣服,yīfu
1017,醫生,yīshēng
1018,醫院,yīyuàn
1019,一定,yídìng
1020,一共,yígòng
1021,一會兒,yíhuìr
1022,一切,yíqiè
1023,一樣,yíyàng
1024,以,yǐ
1025,以後,yǐhòu
1026,以前,yǐqián
1027,以為,yǐwéi
1028,已經,yǐjīng
1029,椅子,yǐzi
1030,億,yì
1031,一般,yìbān
1032,一邊,yìbiān
1033,一起,yìqǐ
1034,一直,yìzhí
1035,意見,yìjiàn
1036,意思,yìsi
1037,藝術,yìshù
1038,陰,yīn
1039,因此,yīncǐ
1040,因為,yīnwèi
1041,音樂,yīnyuè
1042,銀行,yínháng
1043,飲料,yǐnliào
1044,引起,yǐnqǐ
1045,印象,yìnxiàng
1046,應該,yīnggāi
1047,贏,yíng
1048,影響,yǐngxiǎng
1049,硬,yìng
1050,勇敢,yǒnggǎn
1051,永遠,yǒngyuǎn
1052,用,yòng
1053,優點,yōudiǎn
1054,優秀,yōuxiù
1055,幽默,yōumò
1056,由,yóu
1057,由於,yóuyú
1058,尤其,yóuqí
1059,遊戲,yóuxì
1060,游泳,yóuyǒng
1061,有,yǒu
1062,有名,yǒumíng
1063,有趣,yǒuqù
1064,友好,yǒuhǎo
1065,友誼,yǒuyì
1066,又,yòu
1067,右邊,yòubian
1068,魚,yú
1069,愉快,yúkuài
1070,於是,yúshì
1071,與,yǔ
1072,語法,yǔfǎ
1073,語言,yǔyán
1074,羽毛球,yǔmáoqiú
1075,遇到,yùdào
1076,預習,yùxí
1077,元,yuán
1078,圓,yuán
1079,原來,yuánlái
1080,原諒,yuánliàng
1081,原因,yuányīn
1082,遠,yuǎn
1083,願意,yuànyì
1084,約會,yuēhuì
1085,越,yuè
1086,月,yuè
1087,月亮,yuèliang
1088,閱讀,yuèdú
1089,雲,yún
1090,允許,yǔnxǔ
1091,運動,yùndòng
1092,雜誌,zázhì
1093,在,zài
1094,再,zài
1095,再見,zàijiàn
1096,咱們,zánmen
1097,暫時,zànshí
1098,髒,zāng
1099,早上,zǎoshang
1100,責任,zérèn
1101,怎麼,zěnme
1102,怎麼樣,zěnmeyàng
1103,增加,zēngjiā
1104,增長,zēngzhǎng
1105,窄,zhǎi
1106,站,zhàn
1107,張,zhāng
1108,長,zhǎng
1109,丈夫,zhàngfu
1110,招聘,zhāopìn
1111,著急,zháojí
1112,找,zhǎo
1113,照顧,zhàogù
1114,照片,zhàopiàn
1115,照相機,zhàoxiàngjī
1116,這（這兒）,zhè (zhèr)
1117,著,zhe
1118,真,zhēn
1119,真正,zhēnzhèng
1120,整理,zhěnglǐ
1121,整齊,zhěngqí
1122,正常,zhèngcháng
1123,正好,zhènghǎo
1124,正確,zhèngquè
1125,正式,zhèngshì
1126,正在,zhèngzài
1127,證明,zhèngmíng
1128,之,zhī
1129,只,zhī
1130,支援,zhīchí
1131,知道,zhīdào
1132,知識,zhīshi
1133,值得,zhídé
1134,直接,zhíjiē
1135,植物,zhíwù
1136,職業,zhíyè
1137,指,zhǐ
1138,只,zhǐ
1139,只好,zhǐhǎo
1140,只要,zhǐyào
1141,質量,zhìliàng
1142,至少,zhìshǎo
1143,製造,zhìzào
1144,中國,Zhōngguó
1145,中間,zhōngjiān
1146,中文,Zhōngwén
1147,中午,zhōngwǔ
1148,終於,zhōngyú
1149,種,zhǒng
1150,重點,zhòngdiǎn
1151,重視,zhòngshì
1152,重要,zhòngyào
1153,週末,zhōumò
1154,周圍,zhōuwéi
1155,豬,zhū
1156,逐漸,zhújiàn
1157,主動,zhǔdòng
1158,主要,zhǔyào
1159,主意,zhǔyi
1160,住,zhù
1161,祝,zhù
1162,祝賀,zhùhè
1163,著名,zhùmíng
1164,注意,zhùyì
1165,專門,zhuānmén
1166,專業,zhuānyè
1167,賺,zhuàn
1168,撞,zhuàng
1169,準備,zhǔnbèi
1170,準確,zhǔnquè
1171,準時,zhǔnshí
1172,桌子,zhuōzi
1173,仔細,zǐxì
1174,字,zì
1175,字典,zìdiǎn
1176,自己,zìjǐ
1177,自然,zìrán
1178,腳踏車,zìxíngchē
1179,總結,zǒngjié
1180,總是,zǒngshì
1181,走,zǒu
1182,租,zū
1183,組成,zǔchéng
1184,組織,zǔzhī
1185,嘴,zuǐ
1186,最,zuì
1187,最好,zuìhǎo
1188,最後,zuìhòu
1189,最近,zuìjìn
1190,尊重,zūnzhòng
1191,昨天,zuótiān
1192,左邊,zuǒbian
1193,坐,zuò
1194,做,zuò
1195,做生意,zuò shēngyi
1196,座,zuò
1197,座位,zuòwèi
1198,作業,zuòyè
1199,作用,zuòyòng
1200,作者,zuòzhě
