n,character,pinyin
1224,滿,mǎn
1225,滿意,mǎnyì
1226,滿足,mǎnzú
1227,慢,màn
1228,忙,máng
1229,貓,māo
1230,毛,máo
1231,毛病,máobìng
1232,毛巾,máojīn
1233,矛盾,máodùn
1234,冒險,màoxiǎn
1235,貿易,màoyì
1236,帽子,màozi
1237,沒,méi
1238,沒關係,méi guānxi
1239,眉毛,méimao
1240,煤炭,méitàn
1241,每,měi
1242,美麗,měilì
1243,美術,měishù
1244,魅力,mèilì
1245,妹妹,mèimei
1246,門,mén
1247,夢,mèng
1248,迷路,mílù
1249,謎語,míyǔ
1250,米,mǐ
1251,米飯,mǐfàn
1252,蜜蜂,mìfēng
1253,密碼,mìmǎ
1254,密切,mìqiè
1255,秘密,mìmì
1256,秘書,mìshū
1257,棉花,miánhua
1258,免費,miǎnfèi
1259,麵包,miànbāo
1260,面對,miànduì
1261,面積,miànjī
1262,面臨,miànlín
1263,麵條,miàntiáo
1264,苗條,miáotiao
1265,描寫,miáoxiě
1266,秒,miǎo
1267,民主,mínzhǔ
1268,民族,mínzú
1269,明白,míngbai
1270,明確,míngquè
1271,明天,míngtiān
1272,明顯,míngxiǎn
1273,明信片,míngxìnpiàn
1274,明星,míngxīng
1275,名牌,míngpái
1276,名片,míngpiàn
1277,名勝古蹟,míngshèng gǔjì
1278,名字,míngzi
1279,命令,mìnglìng
1280,命運,mìngyùn
1281,摸,mō
1282,模仿,mófǎng
1283,模糊,móhu
1284,摩托車,mótuōchē
1285,陌生,mòshēng
1286,某,mǒu
1287,母親,mǔqīn
1288,目標,mùbiāo
1289,目的,mùdì
1290,目錄,mùlù
1291,目前,mùqián
1292,木頭,mùtou
1293,拿,ná
1294,哪（哪兒）,nǎ (nǎr)
1295,哪怕,nǎpà
1296,那（那兒）,nà (nàr)
1297,奶奶,nǎinai
1298,耐心,nàixīn
1299,南,nán
1300,難,nán
1301,難道,nándào
1302,難怪,nánguài
1303,難過,nánguò
1304,難看,nánkàn
1305,難受,nánshòu
1306,男人,nánrén
1307,腦袋,nǎodai
1308,呢,ne
1309,內,nèi
1310,內科,nèikē
1311,內容,nèiróng
1312,嫩,nèn
1313,能,néng
1314,能幹,nénggàn
1315,能力,nénglì
1316,能源,néngyuán
1317,你,nǐ
1318,年,nián
1319,年代,niándài
1320,年級,niánjí
1321,年紀,niánjì
1322,年齡,niánlíng
1323,年輕,niánqīng
1324,念,niàn
1325,鳥,niǎo
1326,您,nín
1327,寧可,nìngkě
1328,牛奶,niúnǎi
1329,牛仔褲,niúzǎikù
1330,濃,nóng
1331,農村,nóngcūn
1332,農民,nóngmín
1333,農業,nóngyè
1334,弄,nòng
1335,努力,nǔlì
1336,暖和,nuǎnhuo
1337,女兒,nǚ'ér
1338,女人,nǚrén
1339,女士,nǚshì
1340,偶爾,ǒu'ěr
1341,偶然,ǒurán
1342,爬山,páshān
1343,拍,pāi
1344,排隊,páiduì
1345,排列,páiliè
1346,排球,páiqiú
1347,派,pài
1348,盤子,pánzi
1349,判斷,pànduàn
1350,盼望,pànwàng
1351,旁邊,pángbiān
1352,胖,pàng
1353,跑步,pǎobù
1354,陪,péi
1355,賠償,péicháng
1356,培養,péiyǎng
1357,佩服,pèifu
1358,配合,pèihé
1359,盆,pén
1360,朋友,péngyou
1361,碰見,pèngjiàn
1362,披,pī
1363,批,pī
1364,批評,pīpíng
1365,批准,pīzhǔn
1366,面板,pífū
1367,皮鞋,píxié
1368,啤酒,píjiǔ
1369,疲勞,píláo
1370,脾氣,píqi
1371,匹,pǐ
1372,篇,piān
1373,便宜,piányi
1374,騙,piàn
1375,片,piàn
1376,片面,piànmiàn
1377,飄,piāo
1378,票,piào
1379,漂亮,piàoliang
1380,頻道,píndào
1381,品種,pǐnzhǒng
1382,乒乓球,pīngpāngqiú
1383,憑,píng
1384,平,píng
1385,平常,píngcháng
1386,平等,píngděng
1387,平方,píngfāng
1388,平衡,pínghéng
1389,平靜,píngjìng
1390,平均,píngjūn
1391,平時,píngshí
1392,蘋果,píngguǒ
1393,評價,píngjià
1394,瓶子,píngzi
1395,破,pò
1396,破產,pòchǎn
1397,破壞,pòhuài
1398,迫切,pòqiè
1399,葡萄,pútao
1400,普遍,pǔbiàn
1401,普通話,pǔtōnghuà
1402,樸素,pǔsù
1403,七,qī
1404,期待,qīdài
1405,期間,qījiān
1406,妻子,qīzi
1407,騎,qí
1408,其次,qícì
1409,其實,qíshí
1410,其他,qítā
1411,其餘,qíyú
1412,其中,qízhōng
1413,奇怪,qíguài
1414,奇蹟,qíjì
1415,起床,qǐchuáng
1416,起飛,qǐfēi
1417,起來,qǐlái
1418,啟發,qǐfā
1419,企圖,qǐtú
1420,企業,qǐyè
1421,氣氛,qìfēn
1422,氣候,qìhòu
1423,汽油,qìyóu
1424,牽,qiān
1425,千,qiān
1426,千萬,qiānwàn
1427,鉛筆,qiānbǐ
1428,謙虛,qiānxū
1429,簽證,qiānzhèng
1430,簽字,qiānzì
1431,錢,qián
1432,前面,qiánmiàn
1433,前途,qiántú
1434,淺,qiǎn
1435,欠,qiàn
1436,槍,qiāng
1437,牆,qiáng
1438,強調,qiángdiào
1439,強烈,qiángliè
1440,搶,qiǎng
1441,敲,qiāo
1442,悄悄,qiāoqiāo
1443,橋,qiáo
1444,瞧,qiáo
1445,巧克力,qiǎokèlì
1446,巧妙,qiǎomiào
1447,切,qiē
1448,親愛,qīn'ài
1449,親戚,qīnqi
1450,親切,qīnqiè
1451,親自,qīnzì
1452,侵略,qīnlüè
1453,勤奮,qínfèn
1454,勤勞,qínláo
1455,青,qīng
1456,青春,qīngchūn
1457,青少年,qīngshàonián
1458,輕,qīng
1459,輕視,qīngshì
1460,輕鬆,qīngsōng
1461,清楚,qīngchu
1462,清淡,qīngdàn
1463,晴,qíng
1464,情景,qíngjǐng
1465,情況,qíngkuàng
1466,情緒,qíngxù
1467,請,qǐng
1468,請假,qǐngjià
1469,請客,qǐngkè
1470,請求,qǐngqiú
1471,慶祝,qìngzhù
1472,窮,qióng
1473,秋,qiū
1474,球迷,qiúmí
1475,區別,qūbié
1476,趨勢,qūshì
1477,娶,qǔ
1478,取,qǔ
1479,取消,qǔxiāo
1480,去,qù
1481,去年,qùnián
1482,去世,qùshì
1483,圈,quān
1484,全部,quánbù
1485,全面,quánmiàn
1486,權力,quánlì
1487,權利,quánlì
1488,勸,quàn
1489,缺點,quēdiǎn
1490,缺乏,quēfá
1491,缺少,quēshǎo
1492,卻,què
1493,確定,quèdìng
1494,確認,quèrèn
1495,確實,quèshí
1496,群,qún
1497,裙子,qúnzi
1498,然而,rán'ér
1499,然後,ránhòu
1500,燃燒,ránshāo
1501,嚷,rǎng
1502,讓,ràng
1503,繞,rào
1504,熱,rè
1505,熱愛,rè'ài
1506,熱烈,rèliè
1507,熱鬧,rènao
1508,熱情,rèqíng
1509,熱心,rèxīn
1510,人,rén
1511,人才,réncái
1512,人口,rénkǒu
1513,人類,rénlèi
1514,人民幣,rénmínbì
1515,人生,rénshēng
1516,人事,rénshì
1517,人物,rénwù
1518,人員,rényuán
1519,忍不住,rěnbuzhù
1520,任何,rènhé
1521,任務,rènwu
1522,認識,rènshi
1523,認為,rènwéi
1524,認真,rènzhēn
1525,扔,rēng
1526,仍然,réngrán
1527,日,rì
1528,日常,rìcháng
1529,日程,rìchéng
1530,日記,rìjì
1531,日曆,rìlì
1532,日期,rìqī
1533,日用品,rìyòngpǐn
1534,融化,rónghuà
1535,榮幸,róngxìng
1536,榮譽,róngyù
1537,容易,róngyì
1538,如果,rúguǒ
1539,如何,rúhé
1540,如今,rújīn
1541,入口,rùkǒu
1542,軟,ruǎn
1543,軟體,ruǎnjiàn
1544,弱,ruò
1545,灑,sǎ
1546,三,sān
1547,傘,sǎn
1548,散步,sànbù
1549,嗓子,sǎngzi
1550,森林,sēnlín
1551,殺,shā
1552,沙發,shāfā
1553,沙漠,shāmò
1554,沙灘,shātān
1555,傻,shǎ
1556,曬,shài
1557,刪除,shānchú
1558,閃電,shǎndiàn
1559,善良,shànliáng
1560,善於,shànyú
1561,扇子,shànzi
1562,商店,shāngdiàn
1563,商量,shāngliang
1564,商品,shāngpǐn
1565,商業,shāngyè
1566,傷心,shāngxīn
1567,上,shàng
1568,上班,shàngbān
1569,上當,shàngdàng
1570,上網,shàngwǎng
1571,上午,shàngwǔ
1572,稍微,shāowēi
1573,勺子,sháozi
1574,少,shǎo
1575,蛇,shé
1576,舌頭,shétou
1577,捨不得,shěbude
1578,裝置,shèbèi
1579,設計,shèjì
1580,設施,shèshī
1581,社會,shèhuì
1582,射擊,shèjī
1583,攝影,shèyǐng
1584,誰,shéi
1585,伸,shēn
1586,深,shēn
1587,深刻,shēnkè
1588,身材,shēncái
1589,身份,shēnfèn
1590,身體,shēntǐ
1591,申請,shēnqǐng
1592,神話,shénhuà
1593,神經,shénjīng
1594,神秘,shénmì
1595,什麼,shénme
1596,甚至,shènzhì
1597,升,shēng
1598,生病,shēngbìng
1599,生產,shēngchǎn
1600,生動,shēngdòng
1601,生活,shēnghuó
1602,生命,shēngmìng
1603,生氣,shēngqì
1604,生日,shēngrì
1605,聲調,shēngdiào
1606,聲音,shēngyīn
1607,繩子,shéngzi
1608,省,shěng
1609,省略,shěnglüè
1610,剩,shèng
1611,勝利,shènglì
1612,詩,shī
1613,失敗,shībài
1614,失眠,shīmián
1615,失去,shīqù
1616,失望,shīwàng
1617,失業,shīyè
1618,師傅,shīfu
1619,溼潤,shīrùn
1620,獅子,shīzi
1621,十,shí
1622,十分,shífēn
1623,時代,shídài
1624,時候,shíhou
1625,時間,shíjiān
1626,時刻,shíkè
1627,時髦,shímáo
1628,時期,shíqī
1629,時尚,shíshàng
1630,實話,shíhuà
1631,實際,shíjì
1632,實踐,shíjiàn
1633,實習,shíxí
1634,實現,shíxiàn
1635,實行,shíxíng
1636,實驗,shíyàn
1637,實用,shíyòng
1638,實在,shízài
1639,食品,shípǐn
1640,食物,shíwù
1641,石頭,shítou
1642,使,shǐ
1643,使勁兒,shǐjìnr
1644,使用,shǐyòng
1645,始終,shǐzhōng
1646,是,shì
1647,是否,shìfǒu
1648,試,shì
1649,試卷,shìjuàn
1650,士兵,shìbīng
1651,市場,shìchǎng
1652,似的,shìde
1653,適合,shìhé
1654,適應,shìyìng
1655,世紀,shìjì
1656,世界,shìjiè
1657,事情,shìqing
1658,事實,shìshí
1659,事物,shìwù
1660,事先,shìxiān
1661,收,shōu
1662,收穫,shōuhuò
1663,收據,shōujù
1664,收入,shōurù
1665,收拾,shōushi
1666,手錶,shǒubiǎo
1667,手工,shǒugōng
1668,手機,shǒujī
1669,手術,shǒushù
1670,手套,shǒutào
1671,手續,shǒuxù
1672,手指,shǒuzhǐ
1673,首都,shǒudū
1674,首先,shǒuxiān
1675,瘦,shòu
1676,受不了,shòubuliǎo
1677,受到,shòudào
1678,受傷,shòushāng
1679,售貨員,shòuhuòyuán
1680,壽命,shòumìng
1681,書,shū
1682,書架,shūjià
1683,輸,shū
1684,輸入,shūrù
1685,蔬菜,shūcài
1686,舒服,shūfu
1687,舒適,shūshì
1688,叔叔,shūshu
1689,梳子,shūzi
1690,熟練,shúliàn
1691,熟悉,shúxī
1692,滑鼠,shǔbiāo
1693,屬於,shǔyú
1694,樹,shù
1695,資料,shùjù
1696,數量,shùliàng
1697,數碼,shùmǎ
1698,數學,shùxué
1699,數字,shùzì
1700,刷牙,shuā yá
1701,摔,shuāi
1702,甩,shuǎi
1703,帥,shuài
1704,雙,shuāng
1705,雙方,shuāngfāng
1706,水,shuǐ
1707,水果,shuǐguǒ
1708,水平,shuǐpíng
1709,稅,shuì
1710,睡覺,shuìjiào
1711,順便,shùnbiàn
1712,順利,shùnlì
1713,順序,shùnxù
1714,說不定,shuōbudìng
1715,說服,shuōfú
1716,說話,shuōhuà
1717,說明,shuōmíng
1718,碩士,shuòshì
1719,撕,sī
1720,絲綢,sīchóu
1721,絲毫,sīháo
1722,司機,sījī
1723,思考,sīkǎo
1724,思想,sīxiǎng
1725,私人,sīrén
1726,死,sǐ
1727,四,sì
1728,似乎,sìhū
1729,寺廟,sìmiào
1730,送,sòng
1731,速度,sùdù
1732,塑膠袋,sùliàodài
1733,宿舍,sùshè
1734,酸,suān
1735,算,suàn
1736,雖然,suīrán
1737,隨便,suíbiàn
1738,隨時,suíshí
1739,隨著,suízhe
1740,歲,suì
1741,碎,suì
1742,孫子,sūnzi
1743,損失,sǔnshī
1744,縮短,suōduǎn
1745,縮小,suōxiǎo
1746,鎖,suǒ
1747,所,suǒ
1748,所謂,suǒwèi
1749,所以,suǒyǐ
1750,所有,suǒyǒu
1751,他,tā
1752,她,tā
1753,它,tā
1754,塔,tǎ
1755,抬,tái
1756,臺,tái
1757,臺階,táijiē
1758,太,tài
1759,太極拳,tàijíquán
1760,太太,tàitai
1761,太陽,tàiyáng
1762,態度,tàidu
1763,談,tán
1764,談判,tánpàn
1765,彈鋼琴,tán gāngqín
1766,坦率,tǎnshuài
1767,湯,tāng
1768,糖,táng
1769,躺,tǎng
1770,燙,tàng
1771,趟,tàng
1772,桃,táo
1773,逃,táo
1774,逃避,táobì
1775,討論,tǎolùn
1776,討厭,tǎoyàn
1777,套,tào
1778,特別,tèbié
1779,特點,tèdiǎn
1780,特殊,tèshū
1781,特意,tèyì
1782,特徵,tèzhēng
1783,疼,téng
1784,疼愛,téng'ài
1785,踢足球,tī zúqiú
1786,提,tí
1787,提倡,tíchàng
1788,提綱,tígāng
1789,提高,tígāo
1790,提供,tígōng
1791,提前,tíqián
1792,提問,tíwèn
1793,提醒,tíxǐng
1794,題,tí
1795,題目,tímù
1796,體會,tǐhuì
1797,體積,tǐjī
1798,體貼,tǐtiē
1799,體現,tǐxiàn
1800,體驗,tǐyàn
1801,體育,tǐyù
1802,天空,tiānkōng
1803,天氣,tiānqì
1804,天真,tiānzhēn
1805,甜,tián
1806,填空,tiánkòng
1807,田野,tiányě
1808,條,tiáo
1809,條件,tiáojiàn
1810,調皮,tiáopí
1811,調整,tiáozhěng
1812,挑戰,tiǎozhàn
1813,跳舞,tiàowǔ
1814,聽,tīng
1815,停止,tíngzhǐ
1816,挺,tǐng
1817,通常,tōngcháng
1818,透過,tōngguò
1819,通訊,tōngxùn
1820,通知,tōngzhī
1821,銅,tóng
1822,同情,tóngqíng
1823,同時,tóngshí
1824,同事,tóngshì
1825,同學,tóngxué
1826,同意,tóngyì
1827,統一,tǒngyī
1828,統治,tǒngzhì
1829,痛苦,tòngkǔ
1830,痛快,tòngkuài
1831,頭髮,tóufa
1832,投資,tóuzī
1833,透明,tòumíng
1834,突出,tūchū
1835,突然,tūrán
1836,圖書館,túshūguǎn
1837,土地,tǔdì
1838,土豆,tǔdòu
1839,吐,tù
1840,兔子,tùzi
1841,團,tuán
1842,推,tuī
1843,推遲,tuīchí
1844,推辭,tuīcí
1845,推廣,tuīguǎng
1846,推薦,tuījiàn
1847,腿,tuǐ
1848,退,tuì
1849,退步,tuìbù
1850,退休,tuìxiū
1851,脫,tuō
1852,襪子,wàzi
1853,歪,wāi
1854,外,wài
1855,外交,wàijiāo
1856,彎,wān
1857,完,wán
1858,完成,wánchéng
1859,完美,wánměi
1860,完全,wánquán
1861,完善,wánshàn
1862,完整,wánzhěng
1863,玩,wán
1864,玩具,wánjù
1865,碗,wǎn
1866,晚上,wǎnshang
1867,萬,wàn
1868,萬一,wànyī
1869,王子,wángzǐ
1870,往,wǎng
1871,往返,wǎngfǎn
1872,往往,wǎngwǎng
1873,網球,wǎngqiú
1874,網站,wǎngzhàn
1875,忘記,wàngjì
1876,危害,wēihài
1877,危險,wēixiǎn
1878,微笑,wēixiào
1879,威脅,wēixié
1880,違反,wéifǎn
1881,維護,wéihù
1882,圍巾,wéijīn
1883,圍繞,wéirào
1884,唯一,wéiyī
1885,尾巴,wěiba
1886,偉大,wěidà
1887,委屈,wěiqu
1888,委託,wěituō
1889,喂,wèi
1890,胃,wèi
1891,為,wèi
1892,為了,wèile
1893,為什麼,wèi shénme
1894,位,wèi
1895,位置,wèizhì
1896,未必,wèibì
1897,未來,wèilái
1898,味道,wèidào
1899,衛生間,wèishēngjiān
1900,溫度,wēndù
1901,溫暖,wēnnuǎn
1902,溫柔,wēnróu
1903,聞,wén
1904,文化,wénhuà
1905,檔案,wénjiàn
1906,文具,wénjù
1907,文明,wénmíng
1908,文學,wénxué
1909,文章,wénzhāng
1910,吻,wěn
1911,穩定,wěndìng
1912,問,wèn
1913,問候,wènhòu
1914,問題,wèntí
1915,我,wǒ
1916,我們,wǒmen
1917,臥室,wòshì
1918,握手,wòshǒu
1919,汙染,wūrǎn
1920,屋子,wūzi
1921,無,wú
1922,無聊,wúliáo
1923,無論,wúlùn
1924,無奈,wúnài
1925,無數,wúshù
1926,五,wǔ
1927,武器,wǔqì
1928,武術,wǔshù
1929,霧,wù
1930,誤會,wùhuì
1931,物理,wùlǐ
1932,物質,wùzhì
1933,西,xī
1934,西瓜,xīguā
1935,西紅柿,xīhóngshì
1936,吸收,xīshōu
1937,吸引,xīyǐn
1938,希望,xīwàng
1939,習慣,xíguàn
1940,洗,xǐ
1941,洗手間,xǐshǒujiān
1942,洗衣機,xǐyījī
1943,洗澡,xǐzǎo
1944,喜歡,xǐhuan
1945,系,xì
1946,系統,xìtǒng
1947,細節,xìjié
1948,戲劇,xìjù
1949,瞎,xiā
1950,嚇,xià
1951,夏,xià
1952,下,xià
1953,下午,xiàwǔ
1954,下雨,xià yǔ
1955,下載,xiàzài
1956,先,xiān
1957,先生,xiānsheng
1958,鮮豔,xiānyàn
1959,鹹,xián
1960,顯得,xiǎnde
1961,顯然,xiǎnrán
1962,顯示,xiǎnshì
1963,縣,xiàn
1964,現代,xiàndài
1965,現金,xiànjīn
1966,現實,xiànshí
1967,現象,xiànxiàng
1968,現在,xiànzài
1969,羨慕,xiànmù
1970,限制,xiànzhì
1971,香,xiāng
1972,香蕉,xiāngjiāo
1973,相處,xiāngchǔ
1974,相當,xiāngdāng
1975,相對,xiāngduì
1976,相反,xiāngfǎn
1977,相關,xiāngguān
1978,相似,xiāngsì
1979,相同,xiāngtóng
1980,相信,xiāngxìn
1981,詳細,xiángxì
1982,響,xiǎng
1983,想,xiǎng
1984,想念,xiǎngniàn
1985,想象,xiǎngxiàng
1986,享受,xiǎngshòu
1987,向,xiàng
1988,像,xiàng
1989,項,xiàng
1990,項鍊,xiàngliàn
1991,專案,xiàngmù
1992,橡皮,xiàngpí
1993,象棋,xiàngqí
1994,象徵,xiàngzhēng
1995,消費,xiāofèi
1996,消化,xiāohuà
1997,消滅,xiāomiè
1998,消失,xiāoshī
1999,銷售,xiāoshòu
2000,訊息,xiāoxi
2001,小,xiǎo
2002,小吃,xiǎochī
2003,小夥子,xiǎohuǒzi
2004,小姐,xiǎojiě
2005,小麥,xiǎomài
2006,小氣,xiǎoqi
2007,小時,xiǎoshí
2008,小說,xiǎoshuō
2009,小偷,xiǎotōu
2010,小心,xiǎoxīn
2011,笑,xiào
2012,笑話,xiàohua
2013,效果,xiàoguǒ
2014,效率,xiàolǜ
2015,孝順,xiàoshun
2016,校長,xiàozhǎng
2017,些,xiē
2018,歇,xiē
2019,斜,xié
2020,鞋,xié
2021,協調,xiétiáo
2022,寫,xiě
2023,謝謝,xièxie
2024,新,xīn
2025,新聞,xīnwén
2026,新鮮,xīnxiān
2027,辛苦,xīnkǔ
2028,心理,xīnlǐ
2029,心情,xīnqíng
2030,心臟,xīnzàng
2031,欣賞,xīnshǎng
2032,信,xìn
2033,信封,xìnfēng
2034,訊號,xìnhào
2035,信任,xìnrèn
2036,資訊,xìnxī
2037,信心,xìnxīn
2038,信用卡,xìnyòngkǎ
2039,興奮,xīngfèn
2040,星期,xīngqī
2041,行,xíng
2042,行動,xíngdòng
2043,行李箱,xínglixiāng
2044,行人,xíngrén
2045,行為,xíngwéi
2046,形成,xíngchéng
2047,形容,xíngróng
2048,形式,xíngshì
2049,形勢,xíngshì
2050,形象,xíngxiàng
2051,形狀,xíngzhuàng
2052,醒,xǐng
2053,姓,xìng
2054,性別,xìngbié
2055,性格,xìnggé
2056,性質,xìngzhì
2057,幸福,xìngfú
2058,幸虧,xìngkuī
2059,幸運,xìngyùn
2060,興趣,xìngqù
2061,胸,xiōng
2062,兄弟,xiōngdì
2063,熊貓,xióngmāo
2064,雄偉,xióngwěi
2065,修,xiū
2066,修改,xiūgǎi
2067,休息,xiūxi
2068,休閒,xiūxián
2069,虛心,xūxīn
2070,需要,xūyào
2071,許多,xǔduō
2072,敘述,xùshù
2073,宣佈,xuānbù
2074,宣傳,xuānchuán
2075,選舉,xuǎnjǔ
2076,選擇,xuǎnzé
2077,學期,xuéqī
2078,學生,xuésheng
2079,學術,xuéshù
2080,學問,xuéwen
2081,學習,xuéxí
2082,學校,xuéxiào
2083,雪,xuě
2084,血,xuè
2085,詢問,xúnwèn
2086,尋找,xúnzhǎo
2087,訓練,xùnliàn
2088,迅速,xùnsù
2089,壓力,yālì
2090,牙膏,yágāo
2091,亞洲,Yàzhōu
2092,呀,ya
2093,鹽,yán
2094,延長,yáncháng
2095,嚴格,yángé
2096,嚴肅,yánsù
2097,嚴重,yánzhòng
2098,研究生,yánjiūshēng
2099,顏色,yánsè
2100,演出,yǎnchū
2101,演員,yǎnyuán
2102,眼鏡,yǎnjìng
2103,眼睛,yǎnjing
2104,宴會,yànhuì
2105,陽光,yángguāng
2106,羊肉,yángròu
2107,陽臺,yángtái
2108,癢,yǎng
2109,養成,yǎngchéng
2110,樣式,yàngshì
2111,樣子,yàngzi
2112,腰,yāo
2113,邀請,yāoqǐng
2114,要求,yāoqiú
2115,搖,yáo
2116,咬,yǎo
2117,藥,yào
2118,要,yào
2119,要不,yàobù
2120,要是,yàoshi
2121,鑰匙,yàoshi
2122,爺爺,yéye
2123,也,yě
2124,也許,yěxǔ
2125,頁,yè
2126,夜,yè
2127,液體,yètǐ
2128,業務,yèwù
2129,業餘,yèyú
2130,葉子,yèzi
2131,一,yī
2132,衣服,yīfu
2133,依然,yīrán
2134,醫生,yīshēng
2135,醫院,yīyuàn
2136,一輩子,yíbèizi
2137,一旦,yídàn
2138,一定,yídìng
2139,一共,yígòng
2140,一會兒,yíhuìr
2141,一路平安,yílù píng'ān
2142,一切,yíqiè
2143,一樣,yíyàng
2144,一致,yízhì
2145,移動,yídòng
2146,移民,yímín
2147,遺憾,yíhàn
2148,疑問,yíwèn
2149,乙,yǐ
2150,以,yǐ
2151,以後,yǐhòu
2152,以及,yǐjí
2153,以來,yǐlái
2154,以前,yǐqián
2155,以為,yǐwéi
2156,已經,yǐjīng
2157,椅子,yǐzi
2158,億,yì
2159,一般,yìbān
2160,一邊,yìbiān
2161,一起,yìqǐ
2162,一直,yìzhí
2163,意見,yìjiàn
2164,意思,yìsi
2165,意外,yìwài
2166,意義,yìyì
2167,議論,yìlùn
2168,藝術,yìshù
2169,義務,yìwù
2170,陰,yīn
2171,因此,yīncǐ
2172,因而,yīn'ér
2173,因素,yīnsù
2174,因為,yīnwèi
2175,音樂,yīnyuè
2176,銀,yín
2177,銀行,yínháng
2178,飲料,yǐnliào
2179,引起,yǐnqǐ
2180,印象,yìnxiàng
2181,應該,yīnggāi
2182,英俊,yīngjùn
2183,英雄,yīngxióng
2184,贏,yíng
2185,迎接,yíngjiē
2186,營養,yíngyǎng
2187,營業,yíngyè
2188,影響,yǐngxiǎng
2189,影子,yǐngzi
2190,硬,yìng
2191,硬幣,yìngbì
2192,硬體,yìngjiàn
2193,應付,yìngfu
2194,應聘,yìngpìn
2195,應用,yìngyòng
2196,擁抱,yōngbào
2197,擁擠,yōngjǐ
2198,勇敢,yǒnggǎn
2199,勇氣,yǒngqì
2200,永遠,yǒngyuǎn
2201,用,yòng
2202,用途,yòngtú
2203,優點,yōudiǎn
2204,優惠,yōuhuì
2205,優美,yōuměi
2206,優勢,yōushì
2207,優秀,yōuxiù
2208,悠久,yōujiǔ
2209,幽默,yōumò
2210,由,yóu
2211,由於,yóuyú
2212,郵局,yóujú
2213,遊覽,yóulǎn
2214,遊戲,yóuxì
2215,游泳,yóuyǒng
2216,尤其,yóuqí
2217,猶豫,yóuyù
2218,油炸,yóuzhá
2219,有,yǒu
2220,有利,yǒulì
2221,有名,yǒumíng
2222,有趣,yǒuqù
2223,友好,yǒuhǎo
2224,友誼,yǒuyì
2225,又,yòu
2226,右邊,yòubian
2227,幼兒園,yòu'éryuán
2228,魚,yú
2229,愉快,yúkuài
2230,娛樂,yúlè
2231,於是,yúshì
2232,與,yǔ
2233,與其,yǔqí
2234,語法,yǔfǎ
2235,語氣,yǔqì
2236,語言,yǔyán
2237,羽毛球,yǔmáoqiú
2238,宇宙,yǔzhòu
2239,預報,yùbào
2240,預訂,yùdìng
2241,預防,yùfáng
2242,預習,yùxí
2243,遇到,yùdào
2244,玉米,yùmǐ
2245,圓,yuán
2246,元,yuán
2247,元旦,Yuándàn
2248,緣故,yuángù
2249,原來,yuánlái
2250,原諒,yuánliàng
2251,原料,yuánliào
2252,原因,yuányīn
2253,原則,yuánzé
2254,遠,yuǎn
2255,願望,yuànwàng
2256,願意,yuànyì
2257,約會,yuēhuì
2258,越,yuè
2259,月,yuè
2260,月亮,yuèliang
2261,閱讀,yuèdú
2262,暈,yūn
2263,雲,yún
2264,允許,yǔnxǔ
2265,運動,yùndòng
2266,運氣,yùnqi
2267,運輸,yùnshū
2268,運用,yùnyòng
2269,雜誌,zázhì
2270,災害,zāihài
2271,在,zài
2272,再,zài
2273,再見,zàijiàn
2274,再三,zàisān
2275,咱們,zánmen
2276,贊成,zànchéng
2277,讚美,zànměi
2278,暫時,zànshí
2279,髒,zāng
2280,糟糕,zāogāo
2281,早上,zǎoshang
2282,造成,zàochéng
2283,則,zé
2284,責備,zébèi
2285,責任,zérèn
2286,怎麼,zěnme
2287,怎麼樣,zěnmeyàng
2288,增加,zēngjiā
2289,增長,zēngzhǎng
2290,摘,zhāi
2291,窄,zhǎi
2292,貼上,zhāntiē
2293,展開,zhǎnkāi
2294,展覽,zhǎnlǎn
2295,站,zhàn
2296,佔線,zhànxiàn
2297,戰爭,zhànzhēng
2298,張,zhāng
2299,長,zhǎng
2300,漲,zhǎng
2301,掌握,zhǎngwò
2302,丈夫,zhàngfu
2303,賬戶,zhànghù
2304,招待,zhāodài
2305,招聘,zhāopìn
2306,著急,zháojí
2307,著涼,zháoliáng
2308,找,zhǎo
2309,召開,zhàokāi
2310,照常,zhàocháng
2311,照顧,zhàogù
2312,照片,zhàopiàn
2313,照相機,zhàoxiàngjī
2314,哲學,zhéxué
2315,這（這兒）,zhè (zhèr)
2316,著,zhe
2317,真,zhēn
2318,真理,zhēnlǐ
2319,真實,zhēnshí
2320,真正,zhēnzhèng
2321,針對,zhēnduì
2322,珍惜,zhēnxī
2323,診斷,zhěnduàn
2324,枕頭,zhěntou
2325,陣,zhèn
2326,振動,zhèndòng
2327,睜,zhēng
2328,爭論,zhēnglùn
2329,爭取,zhēngqǔ
2330,徵求,zhēngqiú
2331,整個,zhěnggè
2332,整理,zhěnglǐ
2333,整齊,zhěngqí
2334,整體,zhěngtǐ
2335,正,zhèng
2336,正常,zhèngcháng
2337,正好,zhènghǎo
2338,正確,zhèngquè
2339,正式,zhèngshì
2340,正在,zhèngzài
2341,政策,zhèngcè
2342,政府,zhèngfǔ
2343,政治,zhèngzhì
2344,證件,zhèngjiàn
2345,證據,zhèngjù
2346,證明,zhèngmíng
2347,掙錢,zhèngqián
2348,只,zhī
2349,之,zhī
2350,支,zhī
2351,支援,zhīchí
2352,支票,zhīpiào
2353,知道,zhīdào
2354,知識,zhīshi
2355,直,zhí
2356,直接,zhíjiē
2357,值得,zhíde
2358,植物,zhíwù
2359,執行,zhíxíng
