n,character,pinyin
549,附近,fùjìn
550,付款,fùkuǎn
551,婦女,fùnǚ
552,父親,fùqīn
553,複習,fùxí
554,影印,fùyìn
555,複雜,fùzá
556,複製,fùzhì
557,負責,fùzé
558,改變,gǎibiàn
559,改革,gǎigé
560,改進,gǎijìn
561,改善,gǎishàn
562,改正,gǎizhèng
563,蓋,gài
564,概括,gàikuò
565,概念,gàiniàn
566,乾杯,gānbēi
567,乾脆,gāncuì
568,乾淨,gānjìng
569,乾燥,gānzào
570,敢,gǎn
571,感動,gǎndòng
572,感激,gǎnjī
573,感覺,gǎnjué
574,感冒,gǎnmào
575,感情,gǎnqíng
576,感受,gǎnshòu
577,感想,gǎnxiǎng
578,感謝,gǎnxiè
579,趕緊,gǎnjǐn
580,趕快,gǎnkuài
581,幹,gàn
582,幹活兒,gàn huór
583,剛才,gāngcái
584,剛剛,gānggāng
585,鋼鐵,gāngtiě
586,高,gāo
587,高檔,gāodàng
588,高階,gāojí
589,高速公路,gāosù gōnglù
590,高興,gāoxìng
591,搞,gǎo
592,告別,gàobié
593,告訴,gàosu
594,胳膊,gēbo
595,哥哥,gēge
596,鴿子,gēzi
597,隔壁,gébì
598,革命,gémìng
599,格外,géwài
600,個,gè
601,個別,gèbié
602,個人,gèrén
603,個性,gèxìng
604,個子,gèzi
605,各,gè
606,各自,gèzì
607,給,gěi
608,跟,gēn
609,根,gēn
610,根本,gēnběn
611,根據,gēnjù
612,更,gèng
613,更加,gèngjiā
614,公佈,gōngbù
615,公共汽車,gōnggòngqìchē
616,公斤,gōngjīn
617,公開,gōngkāi
618,公里,gōnglǐ
619,公平,gōngpíng
620,公司,gōngsī
621,公寓,gōngyù
622,公元,gōngyuán
623,公園,gōngyuán
624,公主,gōngzhǔ
625,工廠,gōngchǎng
626,工程師,gōngchéngshī
627,工具,gōngjù
628,工人,gōngrén
629,工業,gōngyè
630,工資,gōngzī
631,工作,gōngzuò
632,功夫,gōngfu
633,功能,gōngnéng
634,共同,gòngtóng
635,貢獻,gòngxiàn
636,溝通,gōutōng
637,狗,gǒu
638,夠,gòu
639,構成,gòuchéng
640,購物,gòuwù
641,孤單,gūdān
642,姑姑,gūgu
643,姑娘,gūniang
644,估計,gūjì
645,古代,gǔdài
646,古典,gǔdiǎn
647,古老,gǔlǎo
648,鼓勵,gǔlì
649,鼓舞,gǔwǔ
650,鼓掌,gǔzhǎng
651,股票,gǔpiào
652,骨頭,gǔtou
653,固定,gùdìng
654,固體,gùtǐ
655,顧客,gùkè
656,故事,gùshi
657,故意,gùyì
658,僱傭,gùyōng
659,颳風,guā fēng
660,掛,guà
661,掛號,guàhào
662,乖,guāi
663,拐彎,guǎiwān
664,怪不得,guàibude
665,官,guān
666,關,guān
667,關閉,guānbì
668,關懷,guānhuái
669,關鍵,guānjiàn
670,關係,guānxì
671,關心,guānxīn
672,關於,guānyú
673,觀察,guānchá
674,觀點,guāndiǎn
675,觀念,guānniàn
676,觀眾,guānzhòng
677,管理,guǎnlǐ
678,管子,guǎnzi
679,冠軍,guànjūn
680,罐頭,guàntou
681,光,guāng
682,光滑,guānghuá
683,光臨,guānglín
684,光明,guāngmíng
685,光碟,guāngpán
686,光榮,guāngróng
687,廣播,guǎngbō
688,廣場,guǎngchǎng
689,廣大,guǎngdà
690,廣泛,guǎngfàn
691,廣告,guǎnggào
692,逛,guàng
693,規定,guīdìng
694,規矩,guīju
695,規律,guīlǜ
696,規模,guīmó
697,規則,guīzé
698,貴,guì
699,櫃檯,guìtái
700,滾,gǔn
701,鍋,guō
702,國籍,guójí
703,國際,guójì
704,國家,guójiā
705,國慶節,Guóqìngjié
706,果然,guǒrán
707,果實,guǒshí
708,果汁,guǒzhī
709,過（動）,guò
710,過（助）,guo
711,過程,guòchéng
712,過分,guòfèn
713,過敏,guòmǐn
714,過期,guòqī
715,過去,guòqù
716,哈,hā
717,還,hái
718,還是,háishì
719,孩子,háizi
720,海關,hǎiguān
721,海鮮,hǎixiān
722,海洋,hǎiyáng
723,害怕,hàipà
724,害羞,hàixiū
725,寒假,hánjià
726,喊,hǎn
727,汗,hàn
728,漢語,Hànyǔ
729,航班,hángbān
730,行業,hángyè
731,豪華,háohuá
732,好,hǎo
733,好吃,hǎochī
734,好處,hǎochu
735,好像,hǎoxiàng
736,號,hào
737,號碼,hàomǎ
738,好奇,hàoqí
739,喝,hē
740,河,hé
741,和,hé
742,和平,hépíng
743,何必,hébì
744,何況,hékuàng
745,合法,héfǎ
746,合格,hégé
747,合理,hélǐ
748,合適,héshì
749,合同,hétong
750,合影,héyǐng
751,合作,hézuò
752,核心,héxīn
753,盒子,hézi
754,黑,hēi
755,黑板,hēibǎn
756,很,hěn
757,恨,hèn
758,橫,héng
759,紅,hóng
760,猴子,hóuzi
761,厚,hòu
762,後果,hòuguǒ
763,後悔,hòuhuǐ
764,後來,hòulái
765,後面,hòumiàn
766,忽然,hūrán
767,忽視,hūshì
768,呼吸,hūxī
769,壺,hú
770,蝴蝶,húdié
771,胡說,húshuō
772,衚衕,hútòng
773,鬍鬚,húxū
774,糊塗,hútu
775,護士,hùshi
776,護照,hùzhào
777,互相,hùxiāng
778,花（動）,huā
779,花生,huāshēng
780,花園,huāyuán
781,滑冰,huábīng
782,划船,huáchuán
783,華裔,huáyì
784,畫,huà
785,話題,huàtí
786,化學,huàxué
787,懷念,huáiniàn
788,懷疑,huáiyí
789,壞,huài
790,歡迎,huānyíng
791,還,huán
792,環境,huánjìng
793,緩解,huǎnjiě
794,換,huàn
795,幻想,huànxiǎng
796,慌張,huāngzhāng
797,黃,huáng
798,黃瓜,huángguā
799,黃金,huángjīn
800,皇帝,huángdì
801,皇后,huánghòu
802,揮,huī
803,灰,huī
804,灰塵,huīchén
805,灰心,huīxīn
806,恢復,huīfù
807,回,huí
808,回答,huídá
809,回憶,huíyì
810,會,huì
811,會議,huìyì
812,匯率,huìlǜ
813,婚禮,hūnlǐ
814,婚姻,hūnyīn
815,活動,huódòng
816,活潑,huópō
817,活躍,huóyuè
818,火,huǒ
819,火柴,huǒchái
820,火車站,huǒchēzhàn
821,夥伴,huǒbàn
822,獲得,huòdé
823,或者,huòzhě
824,基本,jīběn
825,基礎,jīchǔ
826,機場,jīchǎng
827,機會,jīhuì
828,機器,jīqì
829,雞蛋,jīdàn
830,激動,jīdòng
831,激烈,jīliè
832,幾乎,jīhū
833,積極,jījí
834,積累,jīlěi
835,肌肉,jīròu
836,極,jí
837,極其,jíqí
838,及格,jígé
839,及時,jíshí
840,集合,jíhé
841,集體,jítǐ
842,集中,jízhōng
843,急忙,jímáng
844,即使,jíshǐ
845,幾,jǐ
846,寄,jì
847,記得,jìde
848,記錄,jìlù
849,記憶,jìyì
850,記者,jìzhě
851,計劃,jìhuà
852,計算,jìsuàn
853,季節,jìjié
854,系領帶,jì lǐngdài
855,紀錄,jìlù
856,紀律,jìlǜ
857,紀念,jìniàn
858,寂寞,jìmò
859,既然,jìrán
860,技術,jìshù
861,繼續,jìxù
862,家,jiā
863,傢俱,jiājù
864,家庭,jiātíng
865,家務,jiāwù
866,家鄉,jiāxiāng
867,加班,jiābān
868,加油站,jiāyóuzhàn
869,嘉賓,jiābīn
870,夾子,jiāzi
871,甲,jiǎ
872,假,jiǎ
873,假如,jiǎrú
874,假裝,jiǎzhuāng
875,嫁,jià
876,價格,jiàgé
877,價值,jiàzhí
878,駕駛,jiàshǐ
879,煎,jiān
880,肩膀,jiānbǎng
881,堅持,jiānchí
882,堅決,jiānjué
883,堅強,jiānqiáng
884,艱鉅,jiānjù
885,艱苦,jiānkǔ
886,尖銳,jiānruì
887,撿,jiǎn
888,檢查,jiǎnchá
889,簡單,jiǎndān
890,簡歷,jiǎnlì
891,簡直,jiǎnzhí
892,剪刀,jiǎndāo
893,減肥,jiǎnféi
894,減少,jiǎnshǎo
895,件,jiàn
896,健康,jiànkāng
897,健身房,jiànshēnfáng
898,建立,jiànlì
899,建設,jiànshè
900,建議,jiànyì
901,建築,jiànzhù
902,見面,jiànmiàn
903,鍵盤,jiànpán
904,將來,jiānglái
905,講,jiǎng
906,講究,jiǎngjiu
907,講座,jiǎngzuò
908,獎金,jiǎngjīn
909,降低,jiàngdī
910,降落,jiàngluò
911,醬油,jiàngyóu
912,教,jiāo
913,澆,jiāo
914,交,jiāo
915,交換,jiāohuàn
916,交際,jiāojì
917,交流,jiāoliú
918,交通,jiāotōng
919,驕傲,jiāo'ào
920,郊區,jiāoqū
921,膠水,jiāoshuǐ
922,腳,jiǎo
923,角,jiǎo
924,角度,jiǎodù
925,狡猾,jiǎohuá
926,餃子,jiǎozi
927,叫,jiào
928,教材,jiàocái
929,教練,jiàoliàn
930,教室,jiàoshì
931,教授,jiàoshòu
932,教訓,jiàoxùn
933,教育,jiàoyù
934,接,jiē
935,接觸,jiēchù
936,接待,jiēdài
937,接近,jiējìn
938,接受,jiēshòu
939,接著,jiēzhe
940,街道,jiēdào
941,階段,jiēduàn
942,結實,jiēshi
943,節,jié
944,節目,jiémù
945,節日,jiérì
946,節省,jiéshěng
947,節約,jiéyuē
948,結構,jiégòu
949,結果,jiéguǒ
950,結合,jiéhé
951,結婚,jiéhūn
952,結論,jiélùn
953,結束,jiéshù
954,結賬,jiézhàng
955,解放,jiěfàng
956,解決,jiějué
957,解釋,jiěshì
958,解說員,jiěshuōyuán
959,姐姐,jiějie
960,屆,jiè
961,借,jiè
962,藉口,jièkǒu
963,介紹,jièshào
964,戒菸,jièyān
965,戒指,jièzhi
966,今天,jīntiān
967,金屬,jīnshǔ
968,緊,jǐn
969,緊急,jǐnjí
970,緊張,jǐnzhāng
971,儘管,jǐnguǎn
972,謹慎,jǐnshèn
973,進,jìn
974,進步,jìnbù
975,進口,jìnkǒu
976,進行,jìnxíng
977,近,jìn
978,近代,jìndài
979,盡力,jìnlì
980,儘量,jìnliàng
981,禁止,jìnzhǐ
982,精彩,jīngcǎi
983,精力,jīnglì
984,精神,jīngshén
985,經常,jīngcháng
986,經典,jīngdiǎn
987,經過,jīngguò
988,經濟,jīngjì
989,經理,jīnglǐ
990,經歷,jīnglì
991,經驗,jīngyàn
992,經營,jīngyíng
993,京劇,jīngjù
994,警察,jǐngchá
995,景色,jǐngsè
996,敬愛,jìng'ài
997,竟然,jìngrán
998,競爭,jìngzhēng
999,鏡子,jìngzi
1000,究竟,jiūjìng
1001,九,jiǔ
1002,久,jiǔ
1003,酒吧,jiǔbā
1004,舊,jiù
1005,就,jiù
1006,救,jiù
1007,救護車,jiùhùchē
1008,舅舅,jiùjiu
1009,居然,jūrán
1010,桔子,júzi
1011,舉,jǔ
1012,舉辦,jǔbàn
1013,舉行,jǔxíng
1014,具備,jùbèi
1015,具體,jùtǐ
1016,巨大,jùdà
1017,聚會,jùhuì
1018,拒絕,jùjué
1019,俱樂部,jùlèbù
1020,距離,jùlí
1021,據說,jùshuō
1022,句子,jùzi
1023,捐,juān
1024,卷,juǎn
1025,覺得,juéde
1026,決定,juédìng
1027,決賽,juésài
1028,決心,juéxīn
1029,絕對,juéduì
1030,角色,juésè
1031,軍事,jūnshì
1032,均勻,jūnyún
1033,咖啡,kāfēi
1034,卡車,kǎchē
1035,開,kāi
1036,開發,kāifā
1037,開放,kāifàng
1038,開幕式,kāimùshì
1039,開始,kāishǐ
1040,開玩笑,kāi wánxiào
1041,開心,kāixīn
1042,砍,kǎn
1043,看,kàn
1044,看不起,kànbuqǐ
1045,看法,kànfǎ
1046,看見,kànjiàn
1047,看來,kànlái
1048,抗議,kàngyì
1049,考慮,kǎolǜ
1050,考試,kǎoshì
1051,烤鴨,kǎoyā
1052,棵,kē
1053,顆,kē
1054,科學,kēxué
1055,咳嗽,késou
1056,渴,kě
1057,可愛,kě'ài
1058,可見,kějiàn
1059,可靠,kěkào
1060,可憐,kělián
1061,可能,kěnéng
1062,可怕,kěpà
1063,可是,kěshì
1064,可惜,kěxī
1065,可以,kěyǐ
1066,課,kè
1067,課程,kèchéng
1068,克,kè
1069,克服,kèfú
1070,刻,kè
1071,刻苦,kèkǔ
1072,客觀,kèguān
1073,客人,kèrén
1074,客廳,kètīng
1075,肯定,kěndìng
1076,空間,kōngjiān
1077,空氣,kōngqì
1078,空調,kōngtiáo
1079,恐怖,kǒngbù
1080,恐怕,kǒngpà
1081,空閒,kòngxián
1082,控制,kòngzhì
1083,口,kǒu
1084,口味,kǒuwèi
1085,哭,kū
1086,苦,kǔ
1087,褲子,kùzi
1088,誇,kuā
1089,塊,kuài
1090,快,kuài
1091,快樂,kuàilè
1092,會計,kuàijì
1093,筷子,kuàizi
1094,寬,kuān
1095,礦泉水,kuàngquánshuǐ
1096,困,kùn
1097,困難,kùnnan
1098,擴大,kuòdà
1099,拉,lā
1100,垃圾桶,lājītǒng
1101,辣,là
1102,辣椒,làjiāo
1103,蠟燭,làzhú
1104,來,lái
1105,來不及,láibují
1106,來得及,láidejí
1107,來自,láizì
1108,攔,lán
1109,藍,lán
1110,懶,lǎn
1111,爛,làn
1112,狼,láng
1113,浪費,làngfèi
1114,浪漫,làngmàn
1115,勞動,láodòng
1116,勞駕,láojià
1117,老,lǎo
1118,老百姓,lǎobǎixìng
1119,老闆,lǎobǎn
1120,老虎,lǎohǔ
1121,老師,lǎoshī
1122,老實,lǎoshi
1123,老鼠,lǎoshǔ
1124,姥姥,lǎolao
1125,樂觀,lèguān
1126,了,le
1127,雷,léi
1128,類,lèi
1129,累,lèi
1130,冷,lěng
1131,冷靜,lěngjìng
1132,梨,lí
1133,離,lí
1134,離婚,líhūn
1135,離開,líkāi
1136,釐米,límǐ
1137,裡,lǐ
1138,禮拜天,lǐbàitiān
1139,禮貌,lǐmào
1140,禮物,lǐwù
1141,理髮,lǐfà
1142,理解,lǐjiě
1143,理論,lǐlùn
1144,理想,lǐxiǎng
1145,理由,lǐyóu
1146,粒,lì
1147,立方,lìfāng
1148,立即,lìjí
1149,立刻,lìkè
1150,厲害,lìhai
1151,力量,lìliàng
1152,力氣,lìqi
1153,例如,lìrú
1154,利潤,lìrùn
1155,利息,lìxī
1156,利益,lìyì
1157,利用,lìyòng
1158,歷史,lìshǐ
1159,倆,liǎ
1160,連,lián
1161,連忙,liánmáng
1162,連續劇,liánxùjù
1163,聯合,liánhé
1164,聯絡,liánxì
1165,臉,liǎn
1166,戀愛,liàn'ài
1167,練習,liànxí
1168,良好,liánghǎo
1169,涼快,liángkuai
1170,糧食,liángshi
1171,兩,liǎng
1172,亮,liàng
1173,輛,liàng
1174,聊天,liáotiān
1175,了不起,liǎobuqǐ
1176,瞭解,liǎojiě
1177,鄰居,línjū
1178,臨時,línshí
1179,鈴,líng
1180,零,líng
1181,零件,língjiàn
1182,零錢,língqián
1183,零食,língshí
1184,靈活,línghuó
1185,領導,lǐngdǎo
1186,領域,lǐngyù
1187,另外,lìngwài
1188,留,liú
1189,留學,liúxué
1190,流傳,liúchuán
1191,流淚,liúlèi
1192,流利,liúlì
1193,流行,liúxíng
1194,瀏覽,liúlǎn
1195,六,liù
1196,龍,lóng
1197,樓,lóu
1198,漏,lòu
1199,路,lù
1200,露,lù
1201,陸地,lùdì
1202,陸續,lùxù
1203,錄取,lùqǔ
1204,錄音,lùyīn
1205,亂,luàn
1206,輪流,lúnliú
1207,論文,lùnwén
1208,邏輯,luóji
1209,落後,luòhòu
1210,旅遊,lǚyóu
1211,綠,lǜ
1212,律師,lǜshī
1213,媽媽,māma
1214,麻煩,máfan
1215,馬,mǎ
1216,馬虎,mǎhu
1217,馬上,mǎshàng
1218,罵,mà
1219,嗎,ma
1220,買,mǎi
1221,賣,mài
1222,麥克風,màikèfēng
1223,饅頭,mántou
