n,character,pinyin
1175,複製,fùzhì
1176,付款,fùkuǎn
1177,婦女,fùnǚ
1178,父親,fùqīn
1179,腹瀉,fùxiè
1180,賦予,fùyǔ
1181,改變,gǎibiàn
1182,改革,gǎigé
1183,改進,gǎijìn
1184,改良,gǎiliáng
1185,改善,gǎishàn
1186,改正,gǎizhèng
1187,蓋,gài
1188,蓋章,gàizhāng
1189,概括,gàikuò
1190,概念,gàiniàn
1191,乾杯,gānbēi
1192,乾脆,gāncuì
1193,乾旱,gānhàn
1194,乾淨,gānjìng
1195,干擾,gānrǎo
1196,干涉,gānshè
1197,干預,gānyù
1198,乾燥,gānzào
1199,尷尬,gāngà
1200,甘心,gānxīn
1201,敢,gǎn
1202,感動,gǎndòng
1203,感激,gǎnjī
1204,感覺,gǎnjué
1205,感慨,gǎnkǎi
1206,感冒,gǎnmào
1207,感情,gǎnqíng
1208,感染,gǎnrǎn
1209,感受,gǎnshòu
1210,感想,gǎnxiǎng
1211,感謝,gǎnxiè
1212,趕緊,gǎnjǐn
1213,趕快,gǎnkuài
1214,幹,gàn
1215,幹活兒,gàn huór
1216,幹勁,gànjìn
1217,剛才,gāngcái
1218,剛剛,gānggāng
1219,綱領,gānglǐng
1220,鋼鐵,gāngtiě
1221,港口,gǎngkǒu
1222,港灣,gǎngwān
1223,崗位,gǎngwèi
1224,槓桿,gànggǎn
1225,高,gāo
1226,高超,gāochāo
1227,高潮,gāocháo
1228,高檔,gāodàng
1229,高峰,gāofēng
1230,高階,gāojí
1231,高考,gāokǎo
1232,高明,gāomíng
1233,高尚,gāoshàng
1234,高速公路,gāosù gōnglù
1235,高興,gāoxìng
1236,高漲,gāozhǎng
1237,搞,gǎo
1238,稿件,gǎojiàn
1239,告別,gàobié
1240,告辭,gàocí
1241,告誡,gàojiè
1242,告訴,gàosu
1243,割,gē
1244,擱,gē
1245,胳膊,gēbo
1246,疙瘩,gēda
1247,哥哥,gēge
1248,歌頌,gēsòng
1249,鴿子,gēzi
1250,隔壁,gébì
1251,隔閡,géhé
1252,隔離,gélí
1253,格局,géjú
1254,格式,géshi
1255,格外,géwài
1256,革命,gémìng
1257,個,gè
1258,個別,gèbié
1259,個人,gèrén
1260,個體,gètǐ
1261,個性,gèxìng
1262,個子,gèzi
1263,各,gè
1264,各抒己見,gèshūjǐjiàn
1265,各自,gèzì
1266,給,gěi
1267,根,gēn
1268,根本,gēnběn
1269,根據,gēnjù
1270,根深蒂固,gēnshēn-dìgù
1271,根源,gēnyuán
1272,跟,gēn
1273,跟前,gēnqián
1274,跟隨,gēnsuí
1275,跟蹤,gēnzōng
1276,耕地,gēngdì
1277,更新,gēngxīn
1278,更正,gēngzhèng
1279,更,gèng
1280,更加,gèngjiā
1281,公安局,gōng'ānjú
1282,公佈,gōngbù
1283,公道,gōngdao
1284,公告,gōnggào
1285,公共汽車,gōnggòngqìchē
1286,公關,gōngguān
1287,公斤,gōngjīn
1288,公開,gōngkāi
1289,公里,gōnglǐ
1290,公民,gōngmín
1291,公平,gōngpíng
1292,公婆,gōngpó
1293,公然,gōngrán
1294,公認,gōngrèn
1295,公式,gōngshì
1296,公司,gōngsī
1297,公務,gōngwù
1298,公寓,gōngyù
1299,公元,gōngyuán
1300,公園,gōngyuán
1301,公正,gōngzhèng
1302,公證,gōngzhèng
1303,公主,gōngzhǔ
1304,供不應求,gōngbúyìngqiú
1305,供給,gōngjǐ
1306,工廠,gōngchǎng
1307,工程師,gōngchéngshī
1308,工夫,gōngfu
1309,工具,gōngjù
1310,工人,gōngrén
1311,工業,gōngyè
1312,工藝品,gōngyìpǐn
1313,工資,gōngzī
1314,工作,gōngzuò
1315,宮殿,gōngdiàn
1316,功夫,gōngfu
1317,功課,gōngkè
1318,功勞,gōngláo
1319,功能,gōngnéng
1320,功效,gōngxiào
1321,攻擊,gōngjī
1322,攻克,gōngkè
1323,恭敬,gōngjìng
1324,鞏固,gǒnggù
1325,共和國,gònghéguó
1326,共計,gòngjì
1327,共鳴,gòngmíng
1328,共同,gòngtóng
1329,貢獻,gòngxiàn
1330,勾結,gōujié
1331,溝通,gōutōng
1332,鉤子,gōuzi
1333,狗,gǒu
1334,夠,gòu
1335,構成,gòuchéng
1336,構思,gòusī
1337,購物,gòuwù
1338,孤單,gūdān
1339,孤獨,gūdú
1340,孤立,gūlì
1341,辜負,gūfù
1342,姑姑,gūgu
1343,姑娘,gūniang
1344,姑且,gūqiě
1345,估計,gūjì
1346,古代,gǔdài
1347,古典,gǔdiǎn
1348,古董,gǔdǒng
1349,古怪,gǔguài
1350,古老,gǔlǎo
1351,股東,gǔdōng
1352,股份,gǔfèn
1353,股票,gǔpiào
1354,鼓動,gǔdòng
1355,鼓勵,gǔlì
1356,鼓舞,gǔwǔ
1357,鼓掌,gǔzhǎng
1358,骨幹,gǔgàn
1359,骨頭,gǔtou
1360,固定,gùdìng
1361,固然,gùrán
1362,固體,gùtǐ
1363,固有,gùyǒu
1364,固執,gùzhi
1365,顧客,gùkè
1366,顧慮,gùlǜ
1367,顧問,gùwèn
1368,故事,gùshi
1369,故鄉,gùxiāng
1370,故意,gùyì
1371,故障,gùzhàng
1372,僱傭,gùyōng
1373,颳風,guā fēng
1374,掛,guà
1375,掛號,guàhào
1376,乖,guāi
1377,拐彎,guǎiwān
1378,柺杖,guǎizhàng
1379,怪不得,guàibude
1380,關,guān
1381,關閉,guānbì
1382,關懷,guānhuái
1383,關鍵,guānjiàn
1384,關係,guānxì
1385,關心,guānxīn
1386,關於,guānyú
1387,關照,guānzhào
1388,官,guān
1389,官方,guānfāng
1390,觀察,guānchá
1391,觀點,guāndiǎn
1392,觀光,guānguāng
1393,觀念,guānniàn
1394,觀眾,guānzhòng
1395,管理,guǎnlǐ
1396,管轄,guǎnxiá
1397,管子,guǎnzi
1398,罐,guàn
1399,罐頭,guàntou
1400,貫徹,guànchè
1401,灌溉,guàngài
1402,冠軍,guànjūn
1403,慣例,guànlì
1404,光,guāng
1405,光彩,guāngcǎi
1406,光滑,guānghuá
1407,光輝,guānghuī
1408,光臨,guānglín
1409,光芒,guāngmáng
1410,光明,guāngmíng
1411,光碟,guāngpán
1412,光榮,guāngróng
1413,廣播,guǎngbō
1414,廣場,guǎngchǎng
1415,廣大,guǎngdà
1416,廣泛,guǎngfàn
1417,廣告,guǎnggào
1418,廣闊,guǎngkuò
1419,逛,guàng
1420,規定,guīdìng
1421,規範,guīfàn
1422,規格,guīgé
1423,規劃,guīhuà
1424,規矩,guīju
1425,規律,guīlǜ
1426,規模,guīmó
1427,規章,guīzhāng
1428,規則,guīzé
1429,歸根到底,guīgēn-dàodǐ
1430,歸還,guīhuán
1431,歸納,guīnà
1432,軌道,guǐdào
1433,跪,guì
1434,貴,guì
1435,貴族,guìzú
1436,櫃檯,guìtái
1437,滾,gǔn
1438,棍棒,gùnbàng
1439,鍋,guō
1440,國防,guófáng
1441,國籍,guójí
1442,國際,guójì
1443,國家,guójiā
1444,國慶節,Guóqìngjié
1445,國務院,guówùyuàn
1446,果斷,guǒduàn
1447,果然,guǒrán
1448,果實,guǒshí
1449,果汁,guǒzhī
1450,過（動）,guò
1451,過（助）,guo
1452,過程,guòchéng
1453,過度,guòdù
1454,過渡,guòdù
1455,過分,guòfèn
1456,過獎,guòjiǎng
1457,過濾,guòlǜ
1458,過敏,guòmǐn
1459,過期,guòqī
1460,過去,guòqù
1461,過失,guòshī
1462,過問,guòwèn
1463,過癮,guòyǐn
1464,過於,guòyú
1465,哈,hā
1466,嗨,hāi
1467,還,hái
1468,還是,háishi
1469,孩子,háizi
1470,海拔,hǎibá
1471,海濱,hǎibīn
1472,海關,hǎiguān
1473,海鮮,hǎixiān
1474,海洋,hǎiyáng
1475,害怕,hàipà
1476,害羞,hàixiū
1477,含糊,hánhu
1478,含義,hányì
1479,寒假,hánjià
1480,寒暄,hánxuān
1481,喊,hǎn
1482,罕見,hǎnjiàn
1483,汗,hàn
1484,捍衛,hànwèi
1485,漢語,Hànyǔ
1486,航班,hángbān
1487,航空,hángkōng
1488,航天,hángtiān
1489,航行,hángxíng
1490,行列,hángliè
1491,行業,hángyè
1492,豪華,háohuá
1493,豪邁,háomài
1494,毫米,háomǐ
1495,毫無,háowú
1496,好,hǎo
1497,好吃,hǎochī
1498,好處,hǎochu
1499,好像,hǎoxiàng
1500,號,hào
1501,號碼,hàomǎ
1502,號召,hàozhào
1503,耗費,hàofèi
1504,好客,hàokè
1505,好奇,hàoqí
1506,呵,hē
1507,喝,hē
1508,河,hé
1509,和,hé
1510,和藹,hé'ǎi
1511,和解,héjiě
1512,和睦,hémù
1513,和平,hépíng
1514,和氣,héqi
1515,和諧,héxié
1516,何必,hébì
1517,何況,hékuàng
1518,合併,hébìng
1519,合成,héchéng
1520,合法,héfǎ
1521,合格,hégé
1522,合乎,héhū
1523,合夥,héhuǒ
1524,合理,hélǐ
1525,合身,héshēn
1526,合適,héshì
1527,合算,hésuàn
1528,合同,hétong
1529,合影,héyǐng
1530,合作,hézuò
1531,核心,héxīn
1532,盒子,hézi
1533,嘿,hēi
1534,黑,hēi
1535,黑板,hēibǎn
1536,痕跡,hénjì
1537,很,hěn
1538,狠心,hěnxīn
1539,恨,hèn
1540,恨不得,hènbude
1541,哼,hēng
1542,橫,héng
1543,哄,hōng
1544,烘,hōng
1545,轟動,hōngdòng
1546,紅,hóng
1547,紅包,hóngbāo
1548,宏觀,hóngguān
1549,宏偉,hóngwěi
1550,洪水,hóngshuǐ
1551,喉嚨,hóulóng
1552,猴子,hóuzi
1553,吼,hǒu
1554,厚,hòu
1555,後代,hòudài
1556,後顧之憂,hòugùzhīyōu
1557,後果,hòuguǒ
1558,後悔,hòuhuǐ
1559,後來,hòulái
1560,後面,hòumiàn
1561,後勤,hòuqín
1562,候選,hòuxuǎn
1563,忽略,hūlüè
1564,忽然,hūrán
1565,忽視,hūshì
1566,呼吸,hūxī
1567,呼嘯,hūxiào
1568,呼籲,hūyù
1569,壺,hú
1570,蝴蝶,húdié
1571,胡亂,húluàn
1572,胡說,húshuō
1573,衚衕,hútòng
1574,鬍鬚,húxū
1575,湖泊,húpō
1576,糊塗,hútu
1577,網際網路,hùliánwǎng
1578,互相,hùxiāng
1579,護士,hùshi
1580,護照,hùzhào
1581,花（動）,huā
1582,花瓣,huābàn
1583,花生,huāshēng
1584,花園,huāyuán
1585,滑冰,huábīng
1586,划船,huáchuán
1587,華麗,huálì
1588,華僑,huáqiáo
1589,華裔,huáyì
1590,畫,huà
1591,畫蛇添足,huàshé-tiānzú
1592,化肥,huàféi
1593,化石,huàshí
1594,化學,huàxué
1595,化驗,huàyàn
1596,化妝,huàzhuāng
1597,劃分,huàfēn
1598,話題,huàtí
1599,話筒,huàtǒng
1600,懷念,huáiniàn
1601,懷疑,huáiyí
1602,懷孕,huáiyùn
1603,壞,huài
1604,歡樂,huānlè
1605,歡迎,huānyíng
1606,還,huán
1607,還原,huányuán
1608,環節,huánjié
1609,環境,huánjìng
1610,緩和,huǎnhé
1611,緩解,huǎnjiě
1612,換,huàn
1613,幻想,huànxiǎng
1614,患者,huànzhě
1615,荒涼,huāngliáng
1616,荒謬,huāngmiù
1617,荒唐,huāngtáng
1618,慌忙,huāngmáng
1619,慌張,huāngzhāng
1620,黃,huáng
1621,黃瓜,huángguā
1622,黃昏,huánghūn
1623,黃金,huángjīn
1624,皇帝,huángdì
1625,皇后,huánghòu
1626,恍然大悟,huǎngrán-dàwù
1627,灰,huī
1628,灰塵,huīchén
1629,灰心,huīxīn
1630,揮,huī
1631,揮霍,huīhuò
1632,恢復,huīfù
1633,輝煌,huīhuáng
1634,回,huí
1635,回報,huíbào
1636,迴避,huíbì
1637,回答,huídá
1638,回顧,huígù
1639,回收,huíshōu
1640,回憶,huíyì
1641,悔恨,huǐhèn
1642,毀滅,huǐmiè
1643,會,huì
1644,會晤,huìwù
1645,會議,huìyì
1646,彙報,huìbào
1647,匯率,huìlǜ
1648,賄賂,huìlù
1649,婚禮,hūnlǐ
1650,婚姻,hūnyīn
1651,昏迷,hūnmí
1652,渾身,húnshēn
1653,混合,hùnhé
1654,混亂,hùnluàn
1655,混淆,hùnxiáo
1656,混濁,hùnzhuó
1657,活動,huódòng
1658,活該,huógāi
1659,活力,huólì
1660,活潑,huópō
1661,活躍,huóyuè
1662,火,huǒ
1663,火柴,huǒchái
1664,火車站,huǒchēzhàn
1665,火箭,huǒjiàn
1666,火焰,huǒyàn
1667,火藥,huǒyào
1668,夥伴,huǒbàn
1669,貨幣,huòbì
1670,獲得,huòdé
1671,或許,huòxǔ
1672,或者,huòzhě
1673,基本,jīběn
1674,基礎,jīchǔ
1675,基地,jīdì
1676,基金,jījīn
1677,基因,jīyīn
1678,機場,jīchǎng
1679,機動,jīdòng
1680,機構,jīgòu
1681,機關,jīguān
1682,機會,jīhuì
1683,機靈,jīling
1684,機密,jīmì
1685,機器,jīqì
1686,機械,jīxiè
1687,機遇,jīyù
1688,機智,jīzhì
1689,雞蛋,jīdàn
1690,激動,jīdòng
1691,激發,jīfā
1692,激勵,jīlì
1693,激烈,jīliè
1694,激情,jīqíng
1695,飢餓,jī'è
1696,幾乎,jīhū
1697,積極,jījí
1698,積累,jīlěi
1699,肌肉,jīròu
1700,譏笑,jīxiào
1701,極,jí
1702,極端,jíduān
1703,極其,jíqí
1704,極限,jíxiàn
1705,即便,jíbiàn
1706,即將,jíjiāng
1707,即使,jíshǐ
1708,級別,jíbié
1709,疾病,jíbìng
1710,嫉妒,jídù
1711,及格,jígé
1712,及時,jíshí
1713,及早,jízǎo
1714,急功近利,jígōng-jìnlì
1715,急劇,jíjù
1716,急忙,jímáng
1717,急切,jíqiè
1718,急於求成,jíyúqiúchéng
1719,急躁,jízào
1720,籍貫,jíguàn
1721,集合,jíhé
1722,集體,jítǐ
1723,集團,jítuán
1724,集中,jízhōng
1725,吉祥,jíxiáng
1726,幾,jǐ
1727,給予,jǐyǔ
1728,寄,jì
1729,寄託,jìtuō
1730,繼承,jìchéng
1731,繼往開來,jìwǎng-kāilái
1732,繼續,jìxù
1733,記得,jìde
1734,記錄,jìlù
1735,記性,jìxing
1736,記憶,jìyì
1737,記載,jìzǎi
1738,記者,jìzhě
1739,季度,jìdù
1740,季節,jìjié
1741,季軍,jìjūn
1742,計劃,jìhuà
1743,計較,jìjiào
1744,計算,jìsuàn
1745,忌諱,jìhuì
1746,寂靜,jìjìng
1747,寂寞,jìmò
1748,系領帶,jì lǐngdài
1749,紀錄,jìlù
1750,紀律,jìlǜ
1751,紀念,jìniàn
1752,紀要,jìyào
1753,技能,jìnéng
1754,技巧,jìqiǎo
1755,技術,jìshù
1756,既然,jìrán
1757,跡象,jìxiàng
1758,家,jiā
1759,家常,jiācháng
1760,傢伙,jiāhuo
1761,傢俱,jiājù
1762,家屬,jiāshǔ
1763,家庭,jiātíng
1764,家務,jiāwù
1765,家鄉,jiāxiāng
1766,家喻戶曉,jiāyù-hùxiǎo
1767,加班,jiābān
1768,加工,jiāgōng
1769,加劇,jiājù
1770,加油站,jiāyóuzhàn
1771,嘉賓,jiābīn
1772,佳餚,jiāyáo
1773,夾雜,jiāzá
1774,夾子,jiāzi
1775,甲,jiǎ
1776,假,jiǎ
1777,假如,jiǎrú
1778,假設,jiǎshè
1779,假使,jiǎshǐ
1780,假裝,jiǎzhuāng
1781,嫁,jià
1782,價格,jiàgé
1783,價值,jiàzhí
1784,駕駛,jiàshǐ
1785,煎,jiān
1786,肩膀,jiānbǎng
1787,堅持,jiānchí
1788,堅定,jiāndìng
1789,堅固,jiāngù
1790,堅決,jiānjué
1791,堅強,jiānqiáng
1792,堅韌,jiānrèn
1793,堅實,jiānshí
1794,堅硬,jiānyìng
1795,監督,jiāndū
1796,監視,jiānshì
1797,監獄,jiānyù
1798,尖端,jiānduān
1799,尖銳,jiānruì
1800,艱鉅,jiānjù
1801,艱苦,jiānkǔ
1802,艱難,jiānnán
1803,兼職,jiānzhí
1804,揀,jiǎn
1805,撿,jiǎn
1806,剪綵,jiǎncǎi
1807,剪刀,jiǎndāo
1808,檢查,jiǎnchá
1809,檢討,jiǎntǎo
1810,檢驗,jiǎnyàn
1811,簡單,jiǎndān
1812,簡化,jiǎnhuà
1813,簡歷,jiǎnlì
1814,簡陋,jiǎnlòu
1815,簡體字,jiǎntǐzì
1816,簡要,jiǎnyào
1817,簡直,jiǎnzhí
1818,減肥,jiǎnféi
1819,減少,jiǎnshǎo
1820,件,jiàn
1821,濺,jiàn
1822,鑑別,jiànbié
1823,鑑定,jiàndìng
1824,鑑於,jiànyú
1825,間諜,jiàndié
1826,間隔,jiàngé
1827,間接,jiànjiē
1828,見多識廣,jiànduō-shíguǎng
1829,見解,jiànjiě
1830,見面,jiànmiàn
1831,見聞,jiànwén
1832,見義勇為,jiànyì-yǒngwéi
1833,健康,jiànkāng
1834,健全,jiànquán
1835,健身房,jiànshēnfáng
1836,建立,jiànlì
1837,建設,jiànshè
1838,建議,jiànyì
1839,建築,jiànzhù
1840,鍵盤,jiànpán
1841,踐踏,jiàntà
1842,艦艇,jiàntǐng
1843,將近,jiāngjìn
1844,將軍,jiāngjūn
1845,將來,jiānglái
1846,僵硬,jiāngyìng
1847,槳,jiǎng
1848,講,jiǎng
1849,講究,jiǎngjiu
1850,講座,jiǎngzuò
1851,獎金,jiǎngjīn
1852,獎勵,jiǎnglì
1853,獎賞,jiǎngshǎng
1854,降低,jiàngdī
1855,降臨,jiànglín
1856,降落,jiàngluò
1857,醬油,jiàngyóu
1858,教,jiāo
1859,澆,jiāo
1860,交,jiāo
1861,交叉,jiāochā
1862,交代,jiāodài
1863,交換,jiāohuàn
1864,交際,jiāojì
1865,交流,jiāoliú
1866,交涉,jiāoshè
1867,交通,jiāotōng
1868,交往,jiāowǎng
1869,交易,jiāoyì
1870,驕傲,jiāo'ào
1871,焦點,jiāodiǎn
1872,焦急,jiāojí
1873,嬌氣,jiāoqì
1874,郊區,jiāoqū
1875,膠水,jiāoshuǐ
1876,腳,jiǎo
1877,角,jiǎo
1878,角度,jiǎodù
1879,角落,jiǎoluò
1880,攪拌,jiǎobàn
1881,狡猾,jiǎohuá
1882,繳納,jiǎonà
1883,餃子,jiǎozi
1884,叫,jiào
1885,教材,jiàocái
1886,教練,jiàoliàn
1887,教室,jiàoshì
1888,教授,jiàoshòu
1889,教訓,jiàoxùn
1890,教養,jiàoyǎng
1891,教育,jiàoyù
1892,較量,jiàoliàng
1893,皆,jiē
1894,接,jiē
1895,接觸,jiēchù
1896,接待,jiēdài
1897,接近,jiējìn
1898,接連,jiēlián
1899,接受,jiēshòu
1900,接著,jiēzhe
1901,階層,jiēcéng
1902,階段,jiēduàn
1903,街道,jiēdào
1904,揭發,jiēfā
1905,揭露,jiēlù
1906,結實,jiēshi
1907,節,jié
1908,節目,jiémù
1909,節日,jiérì
1910,節省,jiéshěng
1911,節約,jiéyuē
1912,節奏,jiézòu
1913,傑出,jiéchū
1914,結構,jiégòu
1915,結果,jiéguǒ
1916,結合,jiéhé
1917,結婚,jiéhūn
1918,結晶,jiéjīng
1919,結局,jiéjú
1920,結論,jiélùn
1921,結束,jiéshù
1922,結算,jiésuàn
1923,結賬,jiézhàng
1924,竭盡全力,jiéjìnquánlì
1925,截至,jiézhì
1926,解除,jiěchú
1927,解放,jiěfàng
1928,解僱,jiěgù
1929,解決,jiějué
1930,解剖,jiěpōu
1931,解散,jiěsàn
1932,解釋,jiěshì
1933,解說員,jiěshuōyuán
1934,解體,jiětǐ
1935,姐姐,jiějie
1936,屆,jiè
1937,借,jiè
1938,借鑑,jièjiàn
1939,藉口,jièkǒu
1940,藉助,jièzhù
1941,戒備,jièbèi
1942,戒菸,jièyān
1943,戒指,jièzhi
1944,介紹,jièshào
1945,界限,jièxiàn
1946,津津有味,jīnjīn-yǒuwèi
1947,金融,jīnróng
1948,金屬,jīnshǔ
1949,今天,jīntiān
1950,緊,jǐn
1951,緊急,jǐnjí
1952,緊密,jǐnmì
1953,緊迫,jǐnpò
1954,緊張,jǐnzhāng
1955,儘管,jǐnguǎn
1956,儘快,jǐnkuài
1957,儘量,jǐnliàng
1958,謹慎,jǐnshèn
1959,錦繡前程,jǐnxiù-qiánchéng
1960,進,jìn
1961,進步,jìnbù
1962,進而,jìn'ér
1963,進攻,jìngōng
1964,進化,jìnhuà
1965,進口,jìnkǒu
1966,進行,jìnxíng
1967,進展,jìnzhǎn
1968,近,jìn
1969,近代,jìndài
1970,近來,jìnlái
1971,近視,jìnshì
1972,盡力,jìnlì
1973,浸泡,jìnpào
1974,晉升,jìnshēng
1975,勁頭,jìntóu
1976,禁止,jìnzhǐ
1977,莖,jīng
1978,精彩,jīngcǎi
1979,精打細算,jīngdǎ-xìsuàn
1980,精華,jīnghuá
1981,精簡,jīngjiǎn
1982,精力,jīnglì
1983,精密,jīngmì
1984,精確,jīngquè
1985,精神,jīngshén
1986,精通,jīngtōng
1987,精心,jīngxīn
1988,精益求精,jīngyìqiújīng
1989,精緻,jīngzhì
1990,經常,jīngcháng
1991,經典,jīngdiǎn
1992,經費,jīngfèi
1993,經過,jīngguò
1994,經濟,jīngjì
1995,經理,jīnglǐ
1996,經歷,jīnglì
1997,經商,jīngshāng
1998,經緯,jīngwěi
1999,經驗,jīngyàn
2000,經營,jīngyíng
2001,驚動,jīngdòng
2002,驚奇,jīngqí
2003,驚訝,jīngyà
2004,兢兢業業,jīngjīng-yèyè
2005,京劇,jīngjù
2006,井,jǐng
2007,警察,jǐngchá
2008,警告,jǐnggào
2009,警惕,jǐngtì
2010,景色,jǐngsè
2011,頸椎,jǐngzhuī
2012,敬愛,jìng'ài
2013,敬禮,jìnglǐ
2014,境界,jìngjiè
2015,竟然,jìngrán
2016,競賽,jìngsài
2017,競選,jìngxuǎn
2018,競爭,jìngzhēng
2019,鏡頭,jìngtóu
2020,鏡子,jìngzi
2021,糾紛,jiūfēn
2022,糾正,jiūzhèng
2023,究竟,jiūjìng
2024,九,jiǔ
2025,久,jiǔ
2026,酒吧,jiǔbā
2027,酒精,jiǔjīng
2028,舊,jiù
2029,救,jiù
2030,救護車,jiùhùchē
2031,救濟,jiùjì
2032,就,jiù
2033,就近,jiùjìn
2034,就業,jiùyè
2035,就職,jiùzhí
2036,舅舅,jiùjiu
2037,鞠躬,jūgōng
2038,拘留,jūliú
2039,拘束,jūshù
2040,居然,jūrán
2041,居住,jūzhù
2042,區域性,júbù
2043,局面,júmiàn
2044,局勢,júshì
2045,侷限,júxiàn
2046,桔子,júzi
2047,舉,jǔ
2048,舉辦,jǔbàn
2049,舉動,jǔdòng
2050,舉世聞名,jǔshì-wénmíng
2051,舉世矚目,jǔshì-zhǔmù
2052,舉行,jǔxíng
2053,舉足輕重,jǔzú-qīngzhòng
2054,咀嚼,jǔjué
2055,沮喪,jǔsàng
2056,具備,jùbèi
2057,具體,jùtǐ
2058,劇本,jùběn
2059,劇烈,jùliè
2060,巨大,jùdà
2061,聚會,jùhuì
2062,聚精會神,jùjīng-huìshén
2063,拒絕,jùjué
2064,俱樂部,jùlèbù
2065,距離,jùlí
2066,據說,jùshuō
2067,據悉,jùxī
2068,句子,jùzi
2069,捐,juān
2070,卷,juǎn
2071,決策,juécè
2072,決定,juédìng
2073,決賽,juésài
2074,決心,juéxīn
2075,覺得,juéde
2076,覺悟,juéwù
2077,覺醒,juéxǐng
2078,絕對,juéduì
2079,絕望,juéwàng
2080,角色,juésè
2081,軍隊,jūnduì
2082,軍事,jūnshì
2083,均勻,jūnyún
2084,咖啡,kāfēi
2085,卡車,kǎchē
2086,卡通,kǎtōng
2087,開,kāi
2088,開採,kāicǎi
2089,開除,kāichú
2090,開發,kāifā
2091,開放,kāifàng
2092,開闊,kāikuò
2093,開朗,kāilǎng
2094,開明,kāimíng
2095,開幕式,kāimùshì
2096,開闢,kāipì
2097,開始,kāishǐ
2098,開水,kāishuǐ
2099,開拓,kāituò
2100,開玩笑,kāi wánxiào
2101,開心,kāixīn
2102,開展,kāizhǎn
2103,開支,kāizhī
2104,刊登,kāndēng
2105,刊物,kānwù
2106,勘探,kāntàn
2107,砍,kǎn
2108,看,kàn
2109,看不起,kànbuqǐ
2110,看待,kàndài
2111,看法,kànfǎ
2112,看見,kànjiàn
2113,看來,kànlái
2114,看望,kànwàng
2115,慷慨,kāngkǎi
2116,扛,káng
2117,抗議,kàngyì
2118,考察,kǎochá
2119,考古,kǎogǔ
2120,考核,kǎohé
2121,考慮,kǎolǜ
2122,考試,kǎoshì
2123,考驗,kǎoyàn
2124,烤鴨,kǎoyā
2125,靠攏,kàolǒng
2126,棵,kē
2127,磕,kē
2128,顆,kē
2129,顆粒,kēlì
2130,科目,kēmù
2131,科學,kēxué
2132,咳嗽,késou
2133,渴,kě
2134,渴望,kěwàng
2135,可愛,kě'ài
2136,可觀,kěguān
2137,可見,kějiàn
2138,可靠,kěkào
2139,可口,kěkǒu
2140,可憐,kělián
2141,可能,kěnéng
2142,可怕,kěpà
2143,可是,kěshì
2144,可惡,kěwù
2145,可惜,kěxī
2146,可笑,kěxiào
2147,可行,kěxíng
2148,可以,kěyǐ
2149,刻,kè
2150,刻不容緩,kèbùrónghuǎn
2151,刻苦,kèkǔ
2152,課,kè
2153,課程,kèchéng
2154,課題,kètí
2155,克,kè
2156,克服,kèfú
2157,客觀,kèguān
2158,客戶,kèhù
2159,客人,kèrén
2160,客廳,kètīng
2161,啃,kěn
2162,肯定,kěndìng
2163,懇切,kěnqiè
2164,坑,kēng
2165,空洞,kōngdòng
2166,空間,kōngjiān
2167,空氣,kōngqì
2168,空前絕後,kōngqián-juéhòu
2169,空調,kōngtiáo
2170,空想,kōngxiǎng
2171,空虛,kōngxū
2172,孔,kǒng
2173,恐怖,kǒngbù
2174,恐嚇,kǒnghè
2175,恐懼,kǒngjù
2176,恐怕,kǒngpà
2177,空白,kòngbái
2178,空隙,kòngxì
2179,空閒,kòngxián
2180,控制,kòngzhì
2181,口,kǒu
2182,口氣,kǒuqì
2183,口腔,kǒuqiāng
2184,口頭,kǒutóu
2185,口味,kǒuwèi
2186,口音,kǒuyīn
2187,哭,kū
2188,枯竭,kūjié
2189,枯燥,kūzào
2190,苦,kǔ
2191,苦盡甘來,kǔjìn-gānlái
2192,褲子,kùzi
2193,誇,kuā
2194,挎,kuà
2195,跨,kuà
2196,塊,kuài
2197,快,kuài
2198,快活,kuàihuo
2199,快樂,kuàilè
2200,會計,kuàijì
2201,筷子,kuàizi
2202,寬,kuān
2203,寬敞,kuānchang
2204,款待,kuǎndài
2205,款式,kuǎnshì
2206,筐,kuāng
2207,曠課,kuàngkè
2208,框架,kuàngjià
2209,況且,kuàngqiě
2210,礦泉水,kuàngquánshuǐ
2211,虧待,kuīdài
2212,虧損,kuīsǔn
2213,昆蟲,kūnchóng
2214,捆綁,kǔnbǎng
2215,困,kùn
2216,困難,kùnnan
2217,擴充,kuòchōng
2218,擴大,kuòdà
2219,擴散,kuòsàn
2220,擴張,kuòzhāng
2221,拉,lā
2222,垃圾桶,lājītǒng
2223,喇叭,lǎba
2224,辣,là
2225,辣椒,làjiāo
2226,蠟燭,làzhú
2227,啦,la
2228,來,lái
2229,來不及,láibují
2230,來得及,láidejí
2231,來歷,láilì
2232,來源,láiyuán
2233,來自,láizì
2234,攔,lán
2235,藍,lán
2236,欄目,lánmù
2237,懶,lǎn
2238,懶惰,lǎnduò
2239,爛,làn
2240,狼,láng
2241,狼狽,lángbèi
2242,朗讀,lǎngdú
2243,浪費,làngfèi
2244,浪漫,làngmàn
2245,撈,lāo
2246,嘮叨,láodao
2247,勞動,láodòng
2248,勞駕,láojià
2249,牢固,láogù
2250,牢騷,láosāo
2251,老,lǎo
2252,老百姓,lǎobǎixìng
2253,老闆,lǎobǎn
